review_id,bus_id,bus_categories,cat_avg_stars,bus_cnt,till_cat_avg,variance
TCrm_dWWd8m0pneRgNVAcg,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
tg35Tr2UMoSUFRdRb0w3UQ,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
22vU1qySSDU2y6Hc43dKtg,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
kr6dkoY5vSzAUKj0thuK1w,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
fb1fHVK57Fm9tjk_wsdt4A,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
FOrXV1zaC4IzeX6AhzkXbA,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
oCnYW2LbBdstm8obChIluQ,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
aVOfr6vatSmhwYyVfT4Efw,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
H0UIkJqLf3mpLvmoTvCiBg,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
QD_Z9F1Xi8VXV-WBgi0IcA,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
qvmjcfOYYAizOM4f6agTHg,83RLRT-MsvXQJrmIanqVYA,"-Bars-Food-Beer, Wine & Spirits-Pubs-Nightlife-American (New)-Restaurants",#N/A,#N/A,#N/A,#N/A
jkiwMKLQUqSik0qnnzYfxg,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
_dqd3J0sFiUSybLtuv1fmg,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
O2HOzhJVLXAcw7HkWwCcqw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
flOBFGnfDzKQdXHZQ6UhCA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
Ja73w3G3yzaVIS5wEpnHQQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
b0LaJgf6i7vDVlBRidW1LQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
D_Zw7tIh2jD7OAKZiTd1AQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
W9IzrKXcRJOo52r0zdJigQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
YX9CgGErd5hV98EghRjveQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
1R8XlgFkKnHrbGvucIEf7A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
SDPXj7RwD_FB1ho_adq0yw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
28F5Zw5tRJ47XRXTo-pPag,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
jKcaAh75EyUcxtMiGLRk1A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
lKkEFzZaHO5Xr7c5agL60A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
sfIXD1vfcDUArXZHX8nhcg,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
lfsVgpG4K35pdhJ_Ja9ZuQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
Z0UR1Iuo8K20OAZKYINB3A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
6BI0bjEBucIgCr38Fb_rew,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
WiZ_hqTPecHusYIPW1rDYw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
1q2J6mI_9PJraSSlXu_ytQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
Yh1cT8eH6d1VXnLYvOtfrg,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
nei342IN0Pxlhajf9RZctw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
jjPRVy9RlkQzdOyJGZlsKA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
6CsFIByiavDlhj66YDEmiw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
gCn44oJunP4z6K-G7jeVMw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
lHgZ45tSTC9yNg2e9uYlXg,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
508616kKORTwoOAc_j7I0A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
u2JJBVEXuyqzsOUlHa4xlQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
DoPQh5Td2aZ7J9u9yVz4QA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
4XWiPkrr7CClm4gd78yLLQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
IXWpkyg6r_j9ifHQ03d3Jw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
xpPyqdW5cI8FrzT3ibqNHg,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
1nYtENA9XG5PJpEiUKwH-g,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
a_ep5S5hUYB-xzJXBSj0QQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
dzNkhbn9n11QonIRfbeisw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
zB4kXydORfaQgSqYoXuohw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
p0dXkS05prlh7H1k9iaERw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
4Db6sxSgCNq9qDAk-oYQoA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
-aa2BdaD6v0wffMx4x5suA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
9ay0piOTYMRtR1i1sfEdvQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
6Lc1HbNBMcO6QQAJ2GPIuA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
mL9f9Uyln5T-_hyYg4hqUQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
grdPo5ZgNIcXwmRiBdDyMQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
OnkjUh_N4hJZJ5OmAv7MtA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
BHTgFh1Sbc-eTAD2Nr83RA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
19ZDzSYu3iSaNDfNCGg35A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
z8NfMiPI8uLf1MHmNqJq8A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
RR-nIEeaq0GYp_rL5j9sjw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
3Z8TLBBoIPFjh88HSQz1PQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
2YN0mUL25IZELgxZk-klpA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
NJnjfnPV2w7LkdtZKIAAFA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
uunDg9_pDA91zn0HnVBq6A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
Alqsbe8bI5z_jweijyr3-g,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
o8LaizCdhCtAsZfXJezouw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
sHdNNg78qipWWXdnw8KbXQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
h__a4zxWiqP6SEIs9MjZPg,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
SNLqTFe0zXg0WYDdTRzXIw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
mHAwKcqesEtNxHHgOtsiVw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
vsHxMenIEHttQ_FkI4UY1g,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
fAML5JBvAwQdW-VE8ud66w,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
mnD2eJK-SXvC74mlBP4QGw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
yAQT-KIVjIBRiTiXPtF6yQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
S1wMSC_9jISL2gzGa-oRyQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
CrCsrkkJwY6j5D21QwiErw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
RWo4H3xjQ84xIMbiVywMng,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
m4ODMMbZqsDIH3bNlPPu0A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
SRF-uwheS_-rCCwKJqoZ5A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
FqPHonbgXNQQbeaRKXcfPA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
0Em0x2MSfdh8l3GvlSoq0g,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
tHOtbjBpkVDJcTcEvo__4Q,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
p64tDYykUPr9PLGLU8QcFQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
xV2O-ogoEpp9hJCHfHD9MA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
S75hWuFBuI9MuGAXaGNmUw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
WV-0f5s8u5Xgbia1d5YWSg,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
DfSFTWqwqzyDL1QUZe5UGQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
wQgCeXLKNp0X8LGFum43Ng,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
kVRq6DrmmN14n-5OiMf-Sw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
S8HLxXxx0jPrEp2b2j4Vww,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
m71ZylUcOUmhgmMG4oORSA,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
MJ-5ShQUMCEiQjfbdgU67Q,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
R_yIcjgFBFE3lGwVVb8W-g,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
s6LZlhVX2uOoG2ql0dK7oQ,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
zKWo9iWmpuwFPta-l5vpBw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
FyksNNyprUFk8QbwBI_Zkw,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
57Az5PzO-_5yX82in2YKKg,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
YR3JVXYDn6ZF1jHMMwVi7w,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
sXuweRGYq0Kd4cI3H8m00A,o1W6gwCqnJqvdCenLWz5GA,-Soup-Mexican-Restaurants,#N/A,#N/A,#N/A,#N/A
OPud6_T25yny_veVFgwnpg,Ctq1_p6fOWBiX9n8qaJT6Q,-Financial Services-Mortgage Brokers-Financial Advising-Real Estate-Home Services,#N/A,#N/A,#N/A,#N/A
O3K1MMHashbxa5G4O4nQ5w,Ctq1_p6fOWBiX9n8qaJT6Q,-Financial Services-Mortgage Brokers-Financial Advising-Real Estate-Home Services,#N/A,#N/A,#N/A,#N/A
82SvTHtYNVho7CaNANM7Lg,Ctq1_p6fOWBiX9n8qaJT6Q,-Financial Services-Mortgage Brokers-Financial Advising-Real Estate-Home Services,#N/A,#N/A,#N/A,#N/A
Ci1l0cBIW-xJ4mPoHot_tQ,midf9OPxhqNLHllywqcZ_w,-Active Life-Barre Classes-Fitness & Instruction,#N/A,#N/A,#N/A,#N/A
cMbTw2F56xrY1WEJp52dCw,midf9OPxhqNLHllywqcZ_w,-Active Life-Barre Classes-Fitness & Instruction,#N/A,#N/A,#N/A,#N/A
fuZuKSwzg7SPKEvLLVbHwQ,midf9OPxhqNLHllywqcZ_w,-Active Life-Barre Classes-Fitness & Instruction,#N/A,#N/A,#N/A,#N/A
J6r-yFx_yl5lQtqvFByqnw,midf9OPxhqNLHllywqcZ_w,-Active Life-Barre Classes-Fitness & Instruction,#N/A,#N/A,#N/A,#N/A
M4m1lU7jbl0_Z_kHWRQUMg,midf9OPxhqNLHllywqcZ_w,-Active Life-Barre Classes-Fitness & Instruction,#N/A,#N/A,#N/A,#N/A
wEPVqnqPepzZRQv_mgUxPw,midf9OPxhqNLHllywqcZ_w,-Active Life-Barre Classes-Fitness & Instruction,#N/A,#N/A,#N/A,#N/A
ez28Q6jhzwrwPeIqscYvCA,midf9OPxhqNLHllywqcZ_w,-Active Life-Barre Classes-Fitness & Instruction,#N/A,#N/A,#N/A,#N/A
T5-8cUKFoFLeiCdefvP4rg,midf9OPxhqNLHllywqcZ_w,-Active Life-Barre Classes-Fitness & Instruction,#N/A,#N/A,#N/A,#N/A
CZkBrtCpEchjbzTrobSzyg,cSYYaUTV5YUUxlLis4umaQ,-Doctors-Health & Medical-Podiatrists,#N/A,#N/A,#N/A,#N/A
mt3oeIZPOSpsrfhOXYfqlA,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
ZrKa33XYUC96rfxWPGAYQQ,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
ciZ5fmoFMLEejNRvw_6PCQ,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
UzO09RF8utVFzlgxEsjFaA,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
pdQpL-KmhtLjaiN6ey91TQ,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
sHepmq54fyuHz3jh_6UN0A,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
zALJKGTzH2Y0QAQeu1__2Q,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
VWoZuvYmPGwnzRYBamhQXA,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
3BKBMC2pq_cU-dbIH9rEFw,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
hDDQTWYVZ_psQJXoEpY4RA,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
Lw5dtZDbGENAXzp4s3eq2g,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
MnxTmHBbfk-GPjgMtyW9-w,bMfvRSC-KaTu3QYGMWTv9A,-Cheesesteaks-Hot Dogs-Sandwiches-Restaurants,#N/A,#N/A,#N/A,#N/A
Ye-8f718mo8NWUrRotvBtw,204_6ZlNOdPEYzSzZtoG4Q,-Massage Therapy-Reflexology-Health & Medical-Massage-Beauty & Spas,#N/A,#N/A,#N/A,#N/A
MXDehtw-ZA5WcqA_zwi5Rg,204_6ZlNOdPEYzSzZtoG4Q,-Massage Therapy-Reflexology-Health & Medical-Massage-Beauty & Spas,#N/A,#N/A,#N/A,#N/A
shhhzcBMIlVbIGWrOm1vvw,204_6ZlNOdPEYzSzZtoG4Q,-Massage Therapy-Reflexology-Health & Medical-Massage-Beauty & Spas,#N/A,#N/A,#N/A,#N/A
d7lPCV3h0dZ6995HQZwCwA,204_6ZlNOdPEYzSzZtoG4Q,-Massage Therapy-Reflexology-Health & Medical-Massage-Beauty & Spas,#N/A,#N/A,#N/A,#N/A
87hTtW233voXcZN1NJAd2A,204_6ZlNOdPEYzSzZtoG4Q,-Massage Therapy-Reflexology-Health & Medical-Massage-Beauty & Spas,#N/A,#N/A,#N/A,#N/A
zyaA29zO5QdOiz_LSyK1PA,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
9uy7PGdJ1qk-hKtin5CfIA,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
geOCPVe-H02B0CBxbF0Xkw,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
G43-p47dUEr9SXuyUgl3Pw,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
4nAqYdv7A7HhW4-Tnop3WQ,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
hoa6pPHNWFn5hmVd51khiw,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
M-bsARzYmAHyYw9oBwk7Bg,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
xqg-YVZmGRAvu2B-HH3vuA,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
ofebfCpCdIblkmtsJ0QS4g,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
8TQQp9TxV_0Hfk-7TxSvpA,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
X-3vQiKhXkE0Ets7w3iP2w,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
7JsWLRe2HGpkGHaKt65h0w,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
lQIp8zdO4YlYujDuuA5vSQ,5fu41tfqTU_LONb95t1Dkg,-Fast Food-Hot Dogs-American (Traditional)-Restaurants,#N/A,#N/A,#N/A,#N/A
