grp_categories,business_id,grp_cat_counts,grp_cat_avg_stars
-Mexican-Restaurants,f_2iPdAHrcKMwMFJSRdFZQ,426,3.561032864
-Mexican-Restaurants,h3T8DTVDtPzy9ICw3UixdQ,426,3.561032864
-Mexican-Restaurants,fiXqY-62WJdVsEVOFQsN4g,426,3.561032864
-Mexican-Restaurants,Yb2pNCxYR32XKmpirqJqeQ,426,3.561032864
-Mexican-Restaurants,5CWKlH0uyOUF5EZIyewMXg,426,3.561032864
-Mexican-Restaurants,BFZHdg2TRrgw56CyqkSryA,426,3.561032864
-Mexican-Restaurants,KBoN62BQPvTVmcRz-Rb81Q,426,3.561032864
-Mexican-Restaurants,3l72FflaaeI0tWEAWN3-gQ,426,3.561032864
-Mexican-Restaurants,hF6KrTKdQBk0wDIkZmhFkA,426,3.561032864
-Mexican-Restaurants,-Vp12-UIQIh2zeM6SPj9FA,426,3.561032864
-Mexican-Restaurants,MEgXJ63_SPCl80tHSCoDLw,426,3.561032864
-Mexican-Restaurants,cgNIBHS2mLdbTRiodAT6EQ,426,3.561032864
-Mexican-Restaurants,XMYZk-YPCIUvOXffzVw_1g,426,3.561032864
-Mexican-Restaurants,oZnDl9u2CImtvvKrc3KmPw,426,3.561032864
-Mexican-Restaurants,nFo_63pTr-4ZhakuaRFOCA,426,3.561032864
-Mexican-Restaurants,ZhwoNt7dU6iA_wKmwe6qQA,426,3.561032864
-Mexican-Restaurants,FljU76i8DYJbNlpibaieGw,426,3.561032864
-Mexican-Restaurants,fuQO9wlHPuFBYGKjgN0yNg,426,3.561032864
-Mexican-Restaurants,0yfN4bdKZfkFSXseB2kOBg,426,3.561032864
-Mexican-Restaurants,4780MrclJEFGp8MDf9_U2g,426,3.561032864
-Mexican-Restaurants,8efc4wqa0XDt3_z2R7jaGA,426,3.561032864
-Mexican-Restaurants,OT0gFIAr_c-d3i-IQ6TZQg,426,3.561032864
-Mexican-Restaurants,ib23CJSg5HjQi2sOm1yGaw,426,3.561032864
-Mexican-Restaurants,UeWr0eT1KEoMSYwf0vXIKw,426,3.561032864
-Mexican-Restaurants,SC2r5q8cVXxClDqgqLpIUw,426,3.561032864
-Mexican-Restaurants,j6VY9UwaQCiEWfQtNyEouQ,426,3.561032864
-Mexican-Restaurants,M_GFrB5jq323JAIh9aU0Bw,426,3.561032864
-Mexican-Restaurants,HbzAtY5PD6rMifst65PzQg,426,3.561032864
-Mexican-Restaurants,KGX7O-_WqOIy9o7u9NOa9A,426,3.561032864
-Mexican-Restaurants,i1GWM0MKxF3V5jveyCks7A,426,3.561032864
-Mexican-Restaurants,tNdb_01AHU3O1_ISE2Mf1w,426,3.561032864
-Mexican-Restaurants,XI-_Y2XRw03mozGx0Z90Gw,426,3.561032864
-Mexican-Restaurants,8t1wJJ1iGsIFbNzPlwCMVA,426,3.561032864
-Mexican-Restaurants,t0HV1S6uhBxLB5IyZC5hMQ,426,3.561032864
-Mexican-Restaurants,SGwnJIFKGQcYzE2c3ebs8A,426,3.561032864
-Mexican-Restaurants,OVFcGSh4Wu-ss8Iq_fIC-Q,426,3.561032864
-Mexican-Restaurants,i8DkHnUxJwPBd7e50FHUpw,426,3.561032864
-Mexican-Restaurants,v3_CQRKezq3JdX-xxWambA,426,3.561032864
-Mexican-Restaurants,VXg0O0vuuOgNTqTGp9j7gg,426,3.561032864
-Mexican-Restaurants,5lYd_fpm7ug7_Xzu7RloPQ,426,3.561032864
-Mexican-Restaurants,cnhUYYiRM0rAKVSZezlEVQ,426,3.561032864
-Mexican-Restaurants,JobP0ghILdh8S8l-LhHHxQ,426,3.561032864
-Mexican-Restaurants,qgJZUKNVY-LbGKk6XEP3JA,426,3.561032864
-Mexican-Restaurants,iz7CE0-jUgo3UU6DJbpv-Q,426,3.561032864
-Mexican-Restaurants,3msnZ6oe0sslHsE1js1QUA,426,3.561032864
-Mexican-Restaurants,W1JyjDzetDVPpnXdpr-l7w,426,3.561032864
-Mexican-Restaurants,Yiw1ml0XVBDIQBTLXHNGmQ,426,3.561032864
-Mexican-Restaurants,adPVJMkRrS8_3VHQKw5-qw,426,3.561032864
-Mexican-Restaurants,8dlyEiypNYB0sVfdzQll3A,426,3.561032864
-Mexican-Restaurants,ZXvxDxhNz8XSe59oj2QlZg,426,3.561032864
-Mexican-Restaurants,zXg2O_QnpHQVD7e1azAu_w,426,3.561032864
-Mexican-Restaurants,85rx25T-XBIMpa6goTQS0g,426,3.561032864
-Mexican-Restaurants,EeQlS9VLlfWT25-MeYsJTg,426,3.561032864
-Mexican-Restaurants,2HHf0hiKtZm5nzt3irlaDA,426,3.561032864
-Mexican-Restaurants,J3INwTy4KZJ8aJwVoOqAJA,426,3.561032864
-Mexican-Restaurants,T6dbW2UuWTKar_22zbbiUw,426,3.561032864
-Mexican-Restaurants,PSIoHJpLPnkoH78iYRk6vQ,426,3.561032864
-Mexican-Restaurants,2zJbG645xRdTfAprhaVQTQ,426,3.561032864
-Mexican-Restaurants,lem7XGgKM5a4pAgop2mQqw,426,3.561032864
-Mexican-Restaurants,Zpl8mUrhJJizHHOhbP4bxQ,426,3.561032864
-Mexican-Restaurants,XK5FFbrKWMjRqc6ZbSTknw,426,3.561032864
-Mexican-Restaurants,SYHatptm7gpcmYjW1d-o5A,426,3.561032864
-Mexican-Restaurants,Oq6auTf00XU2s5CJKKa7PA,426,3.561032864
-Mexican-Restaurants,wqJ5dCAh2FGHEVtV1lGiEw,426,3.561032864
-Mexican-Restaurants,oqZPXoenkQvAKQJ2pDCo0A,426,3.561032864
-Mexican-Restaurants,xdv2kvaZodkWvTSV6pSSpA,426,3.561032864
-Mexican-Restaurants,Xy2ZggzKRL1iAgfpLim2jA,426,3.561032864
-Mexican-Restaurants,XIeteOw2pKgLiOP6_VzWzA,426,3.561032864
-Mexican-Restaurants,jnzROxEjNkgeo5Ju3F8qzQ,426,3.561032864
-Mexican-Restaurants,cB3P1HylsRlEIpWWsRJR5Q,426,3.561032864
-Mexican-Restaurants,vA8T8QXh78iSXhxShLNgQA,426,3.561032864
-Mexican-Restaurants,roPC5nhFSV1mklVVOzTjzw,426,3.561032864
-Mexican-Restaurants,zp713qNhx8d9KCJJnrw1xA,426,3.561032864
-Mexican-Restaurants,166feddAL9YETnzTSUJ8aA,426,3.561032864
-Mexican-Restaurants,roTWGaU-RcJ06l8cjFw7xQ,426,3.561032864
-Mexican-Restaurants,UPbkeVTJR6C-1I7sCuUrmw,426,3.561032864
-Mexican-Restaurants,m7q48PFFfMaIBBaDZ7j3Hg,426,3.561032864
-Mexican-Restaurants,-vaGR2CXNS4NZrMdctSkGA,426,3.561032864
-Mexican-Restaurants,hvG3fEf0My4xOQL_90MJmw,426,3.561032864
-Mexican-Restaurants,Wr-Gf_sTcN3nmruFO9TNIA,426,3.561032864
-Mexican-Restaurants,GoWTsb8sGyJ026a3cbw03Q,426,3.561032864
-Mexican-Restaurants,rhOC6FyEpPuZxm563uwLzQ,426,3.561032864
-Mexican-Restaurants,wqGhQx6gVE5vKNMnm5WrcA,426,3.561032864
-Mexican-Restaurants,3N4YF5OsSJfuGVISQT71lw,426,3.561032864
-Mexican-Restaurants,_4yz-KdFD9VtknWBIhSW6Q,426,3.561032864
-Mexican-Restaurants,l6ymDZz4ZJZGGwBNVUzfYA,426,3.561032864
-Mexican-Restaurants,TbaAnzOTX2-boTbAp3e8Qw,426,3.561032864
-Mexican-Restaurants,_mt0EQgGCG-qrLy51RnQag,426,3.561032864
-Mexican-Restaurants,28rwOFllr-sJs3UQKkx1Bg,426,3.561032864
-Mexican-Restaurants,LM9d5wQcVqh97g7qpCQ88A,426,3.561032864
-Mexican-Restaurants,ho4Te6bO2tGs56h9PF2vuA,426,3.561032864
-Mexican-Restaurants,UNFcMOWOsr9ilM6lqXIC6w,426,3.561032864
-Mexican-Restaurants,-IEBe1UpCz8-dTAp8_fClw,426,3.561032864
-Mexican-Restaurants,sCa3a9H2Wz-HPL4NC8D3xA,426,3.561032864
-Mexican-Restaurants,es5oJtSvYWy9NxILlARMSg,426,3.561032864
-Mexican-Restaurants,x55m0oB4eVv6pCnxR_9K4g,426,3.561032864
-Mexican-Restaurants,A9TCNsHFQvRcsZ6zOB7Xxg,426,3.561032864
-Mexican-Restaurants,2dJCG0ec0ZhFxIHLTI7EwA,426,3.561032864
-Mexican-Restaurants,gLTGNPdAKC5B2ITt_Thfmw,426,3.561032864
-Mexican-Restaurants,9tKxZSeZ3zmr4rvDtrpR0Q,426,3.561032864
-Mexican-Restaurants,bOB11LVavtN9PWTNwR52Tw,426,3.561032864
-Mexican-Restaurants,P3ghyKxe861PXzZM7vJyjQ,426,3.561032864
-Mexican-Restaurants,MAFjNfDWJRgWCw8IOC7mew,426,3.561032864
-Mexican-Restaurants,10VZ8KEshqD5twjcmZ-eaw,426,3.561032864
-Mexican-Restaurants,E2BMYajnI3USNpABFdBn6Q,426,3.561032864
-Mexican-Restaurants,MQkR2Y91ASYxTcjDQ53XcQ,426,3.561032864
-Mexican-Restaurants,KoIRdcIfh3XWxiCeV1BDmA,426,3.561032864
-Mexican-Restaurants,dBMd0f09nJCHURtmGHQPIQ,426,3.561032864
-Mexican-Restaurants,rNqvFXxGSj37MsUI6GyqFA,426,3.561032864
-Mexican-Restaurants,xHe6WBPFINEHUIeq_5yEHQ,426,3.561032864
-Mexican-Restaurants,wRYdSL-AI47fPW78Bh4Hww,426,3.561032864
-Mexican-Restaurants,X5QTGpPfqXFtmtizsGAksw,426,3.561032864
-Mexican-Restaurants,R4zcw0jq-gMgDtPyCjwnew,426,3.561032864
-Mexican-Restaurants,6TWRuHn24DL6vnW8Uyu4Vw,426,3.561032864
-Mexican-Restaurants,CRvVvR6aE1eWVRtzQ0UC6g,426,3.561032864
-Mexican-Restaurants,581qSMwGGgdVSdiBTsrPyQ,426,3.561032864
-Mexican-Restaurants,CjFaf6r6iP1xcKcChKDgKA,426,3.561032864
-Mexican-Restaurants,yh01KxH3_IVI3zn3MV3N2A,426,3.561032864
-Mexican-Restaurants,QxEUzbLfCTXF6gHWJegWgw,426,3.561032864
-Mexican-Restaurants,U0Up9AYSClGwmuqo-ZJVzw,426,3.561032864
-Mexican-Restaurants,xI0UZH734lJtm39DbLf-Bw,426,3.561032864
-Mexican-Restaurants,6S3zqOG3NyYTc8r6LwvM7g,426,3.561032864
-Mexican-Restaurants,RQaQiRanZocObTLUujQ9bw,426,3.561032864
-Mexican-Restaurants,JqAI4UA2xXPYxvlhzG-i9A,426,3.561032864
-Mexican-Restaurants,1sacSjgDNAj8SPvxLo4Efw,426,3.561032864
-Mexican-Restaurants,LsHqtkdZPorIC9xOZEpz6A,426,3.561032864
-Mexican-Restaurants,VBhgkRUNe9gjc1HpmHA3Zw,426,3.561032864
-Mexican-Restaurants,fF6m3qsD5blnwuZRuYhzWg,426,3.561032864
-Mexican-Restaurants,PxUQyOAdK8c3P_WnrXuCUg,426,3.561032864
-Mexican-Restaurants,DLOr9MYltjcu8X5kwDJgnQ,426,3.561032864
-Mexican-Restaurants,QxpX4slDIOGFEHlPV4mrSw,426,3.561032864
-Mexican-Restaurants,YD0oiqWZyAi-lMw3TQ2TqA,426,3.561032864
-Mexican-Restaurants,9CpMvT22YbeMatwPAL6gRA,426,3.561032864
-Mexican-Restaurants,qb1o61d_qrwEpxAm16dZCA,426,3.561032864
-Mexican-Restaurants,bzDs0u8I-z231QVdIQWkrA,426,3.561032864
-Mexican-Restaurants,1HNEj6kcEw369RX9Vlcixw,426,3.561032864
-Mexican-Restaurants,s_rPbgLOpWDgulVn9wd7GQ,426,3.561032864
-Mexican-Restaurants,vR2XXhissXsPq0LhcdINuQ,426,3.561032864
-Mexican-Restaurants,Yetz4GH7-hlQTOuLJhUTPw,426,3.561032864
-Mexican-Restaurants,g2jHP8cPKY253Tw0TKQQ5g,426,3.561032864
-Mexican-Restaurants,wxQamxLLHo_2d5Kgs70kOw,426,3.561032864
-Mexican-Restaurants,YA4xUXIVsfepzyneA2sNwg,426,3.561032864
-Mexican-Restaurants,qlrZzAktK8wODSHxhLEK7w,426,3.561032864
-Mexican-Restaurants,xEBqFdQf5BJO1HjeuZ1fMA,426,3.561032864
-Mexican-Restaurants,_Nx8hwTmjR_x62Byjav0Ew,426,3.561032864
-Mexican-Restaurants,oMycF1cQgR1UVkafXfof7A,426,3.561032864
-Mexican-Restaurants,LOPHo3NyafDN9xPT6K5rZg,426,3.561032864
-Mexican-Restaurants,Rg4dHuszzF0Mb4yqtoHSiA,426,3.561032864
-Mexican-Restaurants,4ztU-xHKzlS_yzgfnpQj9g,426,3.561032864
-Mexican-Restaurants,Lfn_7TNBPNu9c2v_d2nE4w,426,3.561032864
-Mexican-Restaurants,rlQCMHmaMjPzEh3BeaDkIg,426,3.561032864
-Mexican-Restaurants,x8WoC_7WHzXNmt6J13Nbvw,426,3.561032864
-Mexican-Restaurants,V23hvRIXCoCq3CNhgTweTQ,426,3.561032864
-Mexican-Restaurants,cVejKU_SrdbvzIbQ4oPV0A,426,3.561032864
-Mexican-Restaurants,SqWx6Xc7UygGNQ2LtUCXsA,426,3.561032864
-Mexican-Restaurants,GHmv9Bn74ukghEWQx2yp7A,426,3.561032864
-Mexican-Restaurants,4zBdx_EZFaDFJ9MvqxYNeg,426,3.561032864
-Mexican-Restaurants,Obz3WGtDmcdgWN-r6mWc2w,426,3.561032864
-Mexican-Restaurants,kKCcVXO7VLcjjZP2gYcr-Q,426,3.561032864
-Mexican-Restaurants,vSEFzop2GDXsIWTLxIGMiw,426,3.561032864
-Mexican-Restaurants,x_mxrJALBi5No9CxRswEaQ,426,3.561032864
-Mexican-Restaurants,kw-LLNv9p58DM7_lgIubVQ,426,3.561032864
-Mexican-Restaurants,FFHzFdyWgM-OdMghuXMPEQ,426,3.561032864
-Mexican-Restaurants,KIgkwPEOxbfdeCk0ltycOQ,426,3.561032864
-Mexican-Restaurants,K8GqMhhVvz8pqq9F7sE-Sg,426,3.561032864
-Mexican-Restaurants,5cqsXjF-SbP75UNufHt6Ew,426,3.561032864
-Mexican-Restaurants,250I2C80JTgVwE23IPylHQ,426,3.561032864
-Mexican-Restaurants,aACW1qAdOfgcU8yX61dOFw,426,3.561032864
-Mexican-Restaurants,gw-V13MyfzFaCTbALfnn2Q,426,3.561032864
-Mexican-Restaurants,KeH9O67VhRqO_vd_bjVTmw,426,3.561032864
-Mexican-Restaurants,hM-W9v1nnbdemwfcR7SvxQ,426,3.561032864
-Mexican-Restaurants,b9dv7Q0A8XcJ44zzTDJeYw,426,3.561032864
-Mexican-Restaurants,Agz-gMJfjCsK5tdKC6FBYQ,426,3.561032864
-Mexican-Restaurants,I0UXl0AwcpSZCd4_3YCccA,426,3.561032864
-Mexican-Restaurants,tyC0LaPJo3ct_0JEkTwZxw,426,3.561032864
-Mexican-Restaurants,syxUZu1GrJv0LYnV38hMug,426,3.561032864
-Mexican-Restaurants,X1jTnU6c9eloN2Bxs78uTg,426,3.561032864
-Mexican-Restaurants,LZkb5x83wps0FJ838vKc5w,426,3.561032864
-Mexican-Restaurants,eZXAQxBXReD78AWWf0_4ZA,426,3.561032864
-Mexican-Restaurants,GGhyhajTNKm5yTxtAoaxIw,426,3.561032864
-Mexican-Restaurants,7Y1lfzFkwBRoMZKIMMeZMw,426,3.561032864
-Mexican-Restaurants,DeAnVirgOxQnI36V1W158A,426,3.561032864
-Mexican-Restaurants,8nk--14Irg9PtpQLWg4peg,426,3.561032864
-Mexican-Restaurants,KVq-1WEJNKK2NqFC7nUoRg,426,3.561032864
-Mexican-Restaurants,HLQ2dpyfLcva120pCSLvfA,426,3.561032864
-Mexican-Restaurants,4zkNU2m_LKPo2h790zfXAw,426,3.561032864
-Mexican-Restaurants,m_rEr3Vg1-f9Dg-Nag4FWg,426,3.561032864
-Mexican-Restaurants,-lOSaCuBRAvX5JBifx-EMw,426,3.561032864
-Mexican-Restaurants,6Tt0mGKbMoAz1GsjkVhbMQ,426,3.561032864
-Mexican-Restaurants,5cdOl0IBh58CWW9lDGyJOw,426,3.561032864
-Mexican-Restaurants,_NnOolczVHfhEHgCOhpxAw,426,3.561032864
-Mexican-Restaurants,O-xSC1JlgdiBN3zR4iqNUA,426,3.561032864
-Mexican-Restaurants,LE-1ZOsjpPh7p95H2l5Fww,426,3.561032864
-Mexican-Restaurants,I20sRbcEK8Ib1YFQFMoERg,426,3.561032864
-Mexican-Restaurants,mms3-uX7mK42Hj8fJqsPfw,426,3.561032864
-Mexican-Restaurants,lRzoAhDhcyCeOGrWntXqsw,426,3.561032864
-Mexican-Restaurants,uPDTnuR-sOi47blHH943lg,426,3.561032864
-Mexican-Restaurants,ZQdSGPdEGXPbCWrmJSNm-Q,426,3.561032864
-Mexican-Restaurants,y6uO4ydAwBHUujfiSktxZg,426,3.561032864
-Mexican-Restaurants,0K35eGvzVRZEirNo5v_WfA,426,3.561032864
-Mexican-Restaurants,D09yG6Z3gcsh24Qn7Y4gYA,426,3.561032864
-Mexican-Restaurants,-d1I0dwtCg1IIjnI3DZ38Q,426,3.561032864
-Mexican-Restaurants,GZ9Bzur_XJGGu_oD5BOkOw,426,3.561032864
-Mexican-Restaurants,FB8rHyZSWZareFx9-bXGEw,426,3.561032864
-Mexican-Restaurants,QJP-bRQvtGvShgs4AnvZKw,426,3.561032864
-Mexican-Restaurants,s87D-mtAuJ8BluKgYYsXGw,426,3.561032864
-Mexican-Restaurants,R53UdKGf8uKUIqErS4vc0g,426,3.561032864
-Mexican-Restaurants,5EWVJZd9cSAMwkrwgOFd6Q,426,3.561032864
-Mexican-Restaurants,1nq6zzJuVgwaHtXau97_Iw,426,3.561032864
-Mexican-Restaurants,_-9pMxBWtG_x8l4rHWBasg,426,3.561032864
-Mexican-Restaurants,EGiGWZp_zSqdeftiFQ7MbA,426,3.561032864
-Mexican-Restaurants,9dn3AMdwvD2KXnTr6AJY1g,426,3.561032864
-Mexican-Restaurants,7_y_M5wRaSvNXt-q4xvlEQ,426,3.561032864
-Mexican-Restaurants,PWiU2RQx7Fi86iYJMf381Q,426,3.561032864
-Mexican-Restaurants,IQaND6HcN6NdtQ8QysO3Fg,426,3.561032864
-Mexican-Restaurants,8SjO3b-87uN2jXVXYNn47g,426,3.561032864
-Mexican-Restaurants,nfyqtEoufkhjv97IueK7Ow,426,3.561032864
-Mexican-Restaurants,Exx5ffvnmk4MrTyCkPRuug,426,3.561032864
-Mexican-Restaurants,EreqxAEKm62XtDMRYXglDw,426,3.561032864
-Mexican-Restaurants,N7oUi6aM01UlvrsIcTSqmg,426,3.561032864
-Mexican-Restaurants,vYEUEID47mgenrTBsvL9Xw,426,3.561032864
-Mexican-Restaurants,gh-hT8e-XtCExRxe6PKR4w,426,3.561032864
-Mexican-Restaurants,V4wiGd78Si52Gys9gmoZCg,426,3.561032864
-Mexican-Restaurants,erBoatMp1TFi_NPxTigp6w,426,3.561032864
-Mexican-Restaurants,PXW0R2YQ7bEQ0Ni32GO4Tw,426,3.561032864
-Mexican-Restaurants,qHjUo2foq-IXF6Tk1Iz3WQ,426,3.561032864
-Mexican-Restaurants,ZRqpSeZEw6sy8r01TdCudQ,426,3.561032864
-Mexican-Restaurants,5kRug3bEienrpovtPRVVwg,426,3.561032864
-Mexican-Restaurants,TBTaMIaeDw5B79hXDZBtrA,426,3.561032864
-Mexican-Restaurants,mkXlYHuNudcuey-SSh5Ulg,426,3.561032864
-Mexican-Restaurants,jzPMl-NoB5F2fwoHX3hN8A,426,3.561032864
-Mexican-Restaurants,Lx4ZFP6dIMzi7Ib-ljV-ww,426,3.561032864
-Mexican-Restaurants,LBskB7ACUPV8xxjBPKnxmA,426,3.561032864
-Mexican-Restaurants,ggjdeyeuUVcNmBkoEXA13g,426,3.561032864
-Mexican-Restaurants,srElnEXI8Qq7DpHquTI8HQ,426,3.561032864
-Mexican-Restaurants,UeYT4UMnfpb9lJkmKnz17w,426,3.561032864
-Mexican-Restaurants,Vbcd56jQ5tsrlsvTUHBz8Q,426,3.561032864
-Mexican-Restaurants,DRekXCjdmPESqDpwaQ0x2w,426,3.561032864
-Mexican-Restaurants,9NT8Ne1DICkv0ebX-gVK5g,426,3.561032864
-Mexican-Restaurants,mBDhy9j4qwKRnf4h8UQnrQ,426,3.561032864
-Mexican-Restaurants,0f4IQo7Odn7nvvO4TCAGAw,426,3.561032864
-Mexican-Restaurants,uEW1NwL9h5N0zI2Ip9UKrQ,426,3.561032864
-Mexican-Restaurants,Us49chcQrPwU9Em67mQk1g,426,3.561032864
-Mexican-Restaurants,UdEXv9VninWOB2iR0M-i7g,426,3.561032864
-Mexican-Restaurants,yv9gVqydta-y8NHQQ3XPRw,426,3.561032864
-Mexican-Restaurants,fv2WqPvS4YfxCm6YWqrvLg,426,3.561032864
-Mexican-Restaurants,LNP-i3U9HdLQaPMKc2WISg,426,3.561032864
-Mexican-Restaurants,UCEAhciqe8avW1N-bWJ32g,426,3.561032864
-Mexican-Restaurants,-Y2rZMPttQqKXD_XJPQerA,426,3.561032864
-Mexican-Restaurants,dajwInsYeaIsRLY6vd6Zzw,426,3.561032864
-Mexican-Restaurants,pytGIsvsxzC64BbYhFHVjw,426,3.561032864
-Mexican-Restaurants,jVp2NDys7GX81jLFn8kGhQ,426,3.561032864
-Mexican-Restaurants,KIbFaBrZDX7rrYJInkv5Kg,426,3.561032864
-Mexican-Restaurants,y00oZaBgHET4IY0VfOw4SA,426,3.561032864
-Mexican-Restaurants,Yon-x99Dvu6e-NSlCd8iaw,426,3.561032864
-Mexican-Restaurants,FKbLmiEDKqDolWzMXeusUQ,426,3.561032864
-Mexican-Restaurants,axE3XDEO5VfY4OztDich4Q,426,3.561032864
-Mexican-Restaurants,fJ5raoVcN-nD8vFswMFXzQ,426,3.561032864
-Mexican-Restaurants,oWb5JjxoPaFSmpGwJ3-Ntg,426,3.561032864
-Mexican-Restaurants,qW9UysjJw3y3CwEbzruEEw,426,3.561032864
-Mexican-Restaurants,I7IfnWW1nXljC4ZGqwPe-w,426,3.561032864
-Mexican-Restaurants,aBjgE5pLhtz4RGGR-IWpGA,426,3.561032864
-Mexican-Restaurants,nfeIPaPNPC3awILVzLMg6Q,426,3.561032864
-Mexican-Restaurants,3QtWG5sN3HJNBVKn_wHQEw,426,3.561032864
-Mexican-Restaurants,CHCm6hbR4KSstbifFdCOpw,426,3.561032864
-Mexican-Restaurants,rgeyIXOiEGabJwtGCVp0Ow,426,3.561032864
-Mexican-Restaurants,f1ffUvX5_rV8PhAceZo5tw,426,3.561032864
-Mexican-Restaurants,N13sN1m2zZNJDgRBlP8RYA,426,3.561032864
-Mexican-Restaurants,XZWUW6-vxePuIEwRPgSl2w,426,3.561032864
-Mexican-Restaurants,4XDbyBF6hoRFC9hj1RXa7g,426,3.561032864
-Mexican-Restaurants,s10bPHjLAK5bvuK1_j3GsA,426,3.561032864
-Mexican-Restaurants,K8uEjjG15w9k_ZxpQrr4WQ,426,3.561032864
-Mexican-Restaurants,DScAYRPPKaqt1NBkCbibHg,426,3.561032864
-Mexican-Restaurants,Ltr8Z1a72gPCdIkCHvCwCQ,426,3.561032864
-Mexican-Restaurants,OllL0G9Kh_k1lx-2vrFDXQ,426,3.561032864
-Mexican-Restaurants,JaB9v7_EwTB8v-v7YDxqrw,426,3.561032864
-Mexican-Restaurants,r2S4arkHyRcUroRhggMIoA,426,3.561032864
-Mexican-Restaurants,Gm7JThEyUPMCLgTnSiGS-A,426,3.561032864
