business_id,review_id,user_id,RecommendationId,bus_categories,bus_latitude,bus_latitude_rounded2,bus_longitude,bus_longitude_rounded2,bus_name,bus_neighborhoods,bus_open,bus_review_count,bus_stars,bus_state,bus_zip_code,user_average_stars,user_name,user_review_count,user_votes,chk_checkin_info
dcd3C1gWv-vVdQ9XYV8Ubw,rmGPocRKlTz0U0R0GFRoPQ,5c4p-A1sLBlpS1cPaMpdBg,4043,"[u'Pizza', u'Restaurants']",33.4938414,33.49,-111.9268138,-111.93,Grimaldi's Pizzeria,,True,287,4.0,AZ,85251,4.11,Stephanie,28.0,"{u'funny': 4, u'useful': 27, u'cool': 4}","{u'22-6': 3, u'22-4': 2, u'22-1': 1, u'19-5': 27, u'19-4': 29, u'19-6': 14, u'19-1': 10, u'19-0': 11, u'19-3': 20, u'19-2': 8, u'11-5': 4, u'11-4': 10, u'11-6': 10, u'11-1': 13, u'11-0': 4, u'11-3': 10, u'11-2': 4, u'12-6': 8, u'12-4': 17, u'12-5': 7, u'12-2': 2, u'12-3': 13, u'12-0': 12, u'12-1': 11, u'16-2': 1, u'16-3': 6, u'16-6': 5, u'16-4': 3, u'16-5': 11, u'21-4': 14, u'21-5': 9, u'21-6': 3, u'21-0': 2, u'20-3': 8, u'21-3': 7, u'15-1': 1, u'15-0': 3, u'15-3': 4, u'15-2': 3, u'15-5': 4, u'15-4': 4, u'15-6': 12, u'18-0': 13, u'18-1': 12, u'18-2': 14, u'18-3': 12, u'18-4': 26, u'18-5': 28, u'18-6': 20, u'21-1': 4, u'23-4': 5, u'23-5': 3, u'2-6': 1, u'13-3': 2, u'13-2': 6, u'13-1': 4, u'13-0': 7, u'13-6': 6, u'13-5': 10, u'13-4': 5, u'20-1': 9, u'20-0': 6, u'7-1': 1, u'20-2': 8, u'20-5': 26, u'20-4': 26, u'20-6': 6, u'17-6': 11, u'17-5': 15, u'17-4': 18, u'17-3': 11, u'17-2': 10, u'17-1': 11, u'17-0': 20, u'10-1': 1, u'10-2': 1, u'10-3': 3, u'10-4': 3, u'10-5': 1, u'10-6': 2, u'14-4': 2, u'14-5': 12, u'14-6': 5, u'14-0': 4, u'14-1': 3, u'14-3': 1, u'5-5': 1}"
86fq6mtHmd6VL8GROG4vSQ,Y8ynqgYenpAxKxtttGt2wg,4IxLt4QvCsJEdaNvH9QApw,999,"[u'American (New)', u'Restaurants']",33.6705554946741,33.67,-111.906227021385,-111.91,Tavern Americana,[],True,34,,AZ,85255,3.75,Natalie,153.0,"{u'funny': 104, u'useful': 279, u'cool': 177}","{u'16-0': 1, u'17-4': 6, u'17-6': 6, u'15-3': 1, u'15-2': 1, u'15-4': 2, u'18-0': 3, u'18-1': 2, u'18-2': 3, u'18-3': 4, u'18-4': 6, u'18-5': 3, u'18-6': 2, u'14-5': 1, u'14-0': 1, u'14-1': 1, u'14-3': 1, u'17-3': 3, u'0-6': 1, u'16-4': 2, u'19-5': 7, u'19-4': 3, u'19-1': 4, u'19-0': 2, u'19-3': 6, u'19-2': 2, u'11-4': 1, u'13-0': 1, u'13-6': 3, u'13-5': 1, u'11-2': 1, u'12-6': 1, u'12-4': 5, u'12-5': 3, u'12-3': 1, u'13-2': 1, u'20-1': 3, u'20-3': 5, u'7-0': 1, u'20-5': 2, u'20-6': 1, u'16-2': 4, u'16-3': 1, u'17-5': 3, u'16-1': 1, u'16-6': 2, u'17-2': 5, u'17-1': 6, u'21-4': 2, u'21-5': 1, u'10-2': 1, u'21-3': 1, u'10-5': 1, u'21-2': 1, u'11-0': 2}"
U97cOaXPSOGmVhKEomPjlg,j6uRPCeg2TlRiygfwVS7jw,p7dvahRPZIWL7T6pFA_0dg,13576,"[u'Bars', u'Tapas/Small Plates', u'Wine Bars', u'Nightlife', u'Italian', u'Restaurants']",33.5310104,33.53,-111.9258437,-111.93,Davanti Enoteca,[],False,80,,AZ,85253,3.06,Pepper,232.0,"{u'funny': 183, u'useful': 551, u'cool': 218}","{u'13-6': 5, u'8-1': 1, u'16-0': 1, u'10-5': 1, u'22-5': 1, u'16-3': 3, u'15-1': 1, u'15-3': 3, u'15-5': 1, u'15-4': 1, u'15-6': 1, u'18-0': 1, u'18-1': 1, u'18-2': 5, u'18-3': 7, u'18-4': 3, u'18-5': 12, u'18-6': 3, u'14-4': 2, u'14-5': 1, u'14-2': 2, u'14-3': 1, u'16-4': 2, u'19-5': 7, u'19-4': 6, u'17-0': 2, u'19-1': 10, u'19-0': 2, u'19-3': 6, u'19-2': 1, u'11-5': 3, u'11-4': 4, u'13-1': 2, u'11-6': 6, u'10-0': 1, u'11-0': 1, u'13-5': 1, u'13-4': 3, u'12-6': 2, u'12-5': 3, u'12-2': 1, u'12-3': 1, u'22-2': 1, u'12-1': 3, u'5-0': 1, u'13-2': 1, u'20-1': 1, u'20-2': 2, u'20-5': 6, u'20-4': 3, u'20-6': 1, u'16-2': 3, u'17-6': 3, u'17-5': 3, u'17-4': 4, u'17-3': 9, u'8-2': 1, u'17-1': 4, u'16-5': 2, u'21-4': 6, u'21-5': 2, u'10-2': 2, u'10-3': 1, u'21-1': 1, u'10-6': 1, u'21-3': 4}"
U97cOaXPSOGmVhKEomPjlg,KDatmaNl5BWknVQhwjtBMQ,5lq4LkrviYgQ4LJNsBYHcA,10208,"[u'Bars', u'Tapas/Small Plates', u'Wine Bars', u'Nightlife', u'Italian', u'Restaurants']",33.5310104,33.53,-111.9258437,-111.93,Davanti Enoteca,[],False,80,,AZ,85253,3.92,Michael,1698.0,"{u'funny': 1635, u'useful': 3241, u'cool': 2186}","{u'13-6': 5, u'8-1': 1, u'16-0': 1, u'10-5': 1, u'22-5': 1, u'16-3': 3, u'15-1': 1, u'15-3': 3, u'15-5': 1, u'15-4': 1, u'15-6': 1, u'18-0': 1, u'18-1': 1, u'18-2': 5, u'18-3': 7, u'18-4': 3, u'18-5': 12, u'18-6': 3, u'14-4': 2, u'14-5': 1, u'14-2': 2, u'14-3': 1, u'16-4': 2, u'19-5': 7, u'19-4': 6, u'17-0': 2, u'19-1': 10, u'19-0': 2, u'19-3': 6, u'19-2': 1, u'11-5': 3, u'11-4': 4, u'13-1': 2, u'11-6': 6, u'10-0': 1, u'11-0': 1, u'13-5': 1, u'13-4': 3, u'12-6': 2, u'12-5': 3, u'12-2': 1, u'12-3': 1, u'22-2': 1, u'12-1': 3, u'5-0': 1, u'13-2': 1, u'20-1': 1, u'20-2': 2, u'20-5': 6, u'20-4': 3, u'20-6': 1, u'16-2': 3, u'17-6': 3, u'17-5': 3, u'17-4': 4, u'17-3': 9, u'8-2': 1, u'17-1': 4, u'16-5': 2, u'21-4': 6, u'21-5': 2, u'10-2': 2, u'10-3': 1, u'21-1': 1, u'10-6': 1, u'21-3': 4}"
3OauvrqUU8nDLWcW6q9hGQ,M4nrnhcXWA6ZdAupZHbv-A,p7dvahRPZIWL7T6pFA_0dg,14376,"[u'Vietnamese', u'Restaurants']",33.6698624,33.67,-112.030859,-112.03,Viet Kitchen,,True,70,3.5,AZ,85024,3.06,Pepper,232.0,"{u'funny': 183, u'useful': 551, u'cool': 218}","{u'17-0': 2, u'13-5': 3, u'17-4': 6, u'16-3': 2, u'15-1': 3, u'15-3': 1, u'15-5': 3, u'17-5': 3, u'15-6': 3, u'18-0': 2, u'18-1': 3, u'18-2': 1, u'18-3': 4, u'18-4': 4, u'18-5': 6, u'18-6': 2, u'14-4': 1, u'14-5': 1, u'14-6': 5, u'14-0': 1, u'14-3': 2, u'17-1': 4, u'19-5': 4, u'19-4': 4, u'19-6': 2, u'19-1': 3, u'19-3': 4, u'19-2': 2, u'13-3': 3, u'11-4': 5, u'13-1': 3, u'13-0': 1, u'11-1': 1, u'11-0': 3, u'11-3': 4, u'11-2': 1, u'12-6': 1, u'12-4': 1, u'12-5': 6, u'12-2': 7, u'12-3': 3, u'12-0': 2, u'11-5': 3, u'11-6': 2, u'13-2': 1, u'20-1': 2, u'20-3': 2, u'20-2': 2, u'20-5': 2, u'20-4': 2, u'17-6': 2, u'16-0': 1, u'16-1': 1, u'16-6': 2, u'16-4': 3, u'16-5': 4, u'10-0': 1, u'10-3': 2, u'10-4': 1, u'10-5': 1, u'13-6': 3}"
oc0Wl6ktfMLb5VZ2Uz6M2A,643fb3xGI31mfARp22qvYQ,p7dvahRPZIWL7T6pFA_0dg,14682,"[u'French', u'Restaurants']",33.5100523,33.51,-111.9963126,-112.0,Vincent Market Bistro,,True,62,4.5,AZ,85018,3.06,Pepper,232.0,"{u'funny': 183, u'useful': 551, u'cool': 218}","{u'11-5': 7, u'7-6': 1, u'12-4': 3, u'16-1': 1, u'15-2': 1, u'18-0': 2, u'18-2': 3, u'18-3': 2, u'18-4': 10, u'18-5': 4, u'14-0': 1, u'14-3': 1, u'19-5': 2, u'19-4': 2, u'19-1': 1, u'19-0': 5, u'19-3': 1, u'13-3': 2, u'11-4': 3, u'8-3': 2, u'11-6': 9, u'13-6': 1, u'13-5': 1, u'10-1': 2, u'12-6': 6, u'6-4': 1, u'12-5': 2, u'12-0': 2, u'9-0': 2, u'9-5': 2, u'13-2': 1, u'20-0': 1, u'9-6': 7, u'20-4': 1, u'16-3': 1, u'17-5': 1, u'17-4': 1, u'10-6': 6, u'17-1': 1, u'10-0': 1, u'8-5': 1, u'8-6': 1, u'10-3': 1, u'8-0': 1, u'10-5': 11, u'8-2': 1, u'11-0': 1}"
CvufqyRBbS2Ed2wQlAXCMw,QM7x6MYV0CdrO5_V6ZolhA,p7dvahRPZIWL7T6pFA_0dg,8045,"[u'Vietnamese', u'Restaurants']",33.6401421,33.64,-112.1745837,-112.17,Angelina's Pho and Grill,[],True,50,,AZ,85308,3.06,Pepper,232.0,"{u'funny': 183, u'useful': 551, u'cool': 218}","{u'16-3': 2, u'15-1': 1, u'15-2': 1, u'15-5': 1, u'15-4': 3, u'15-6': 2, u'18-1': 3, u'18-2': 2, u'18-3': 4, u'18-4': 1, u'18-5': 6, u'18-6': 2, u'14-5': 1, u'14-6': 2, u'14-0': 1, u'14-2': 1, u'17-1': 2, u'19-5': 5, u'19-4': 4, u'19-6': 1, u'19-1': 1, u'11-4': 3, u'13-1': 2, u'11-6': 2, u'10-0': 1, u'11-2': 1, u'12-6': 1, u'12-4': 1, u'12-5': 1, u'12-2': 1, u'12-3': 5, u'20-1': 1, u'21-0': 1, u'20-3': 1, u'20-5': 1, u'20-6': 2, u'17-6': 2, u'17-5': 2, u'17-4': 1, u'16-6': 2, u'17-2': 3, u'16-4': 2, u'16-5': 1, u'21-4': 1, u'17-3': 1, u'10-4': 3, u'10-5': 1}"
CvufqyRBbS2Ed2wQlAXCMw,T0gMNCPHSEMo976Xa2ezUQ,-kIvLyWpY17aRa0vPp-RmA,10425,"[u'Vietnamese', u'Restaurants']",33.6401421,33.64,-112.1745837,-112.17,Angelina's Pho and Grill,[],True,50,,AZ,85308,4.04,Aaron,109.0,"{u'funny': 64, u'useful': 214, u'cool': 117}","{u'16-3': 2, u'15-1': 1, u'15-2': 1, u'15-5': 1, u'15-4': 3, u'15-6': 2, u'18-1': 3, u'18-2': 2, u'18-3': 4, u'18-4': 1, u'18-5': 6, u'18-6': 2, u'14-5': 1, u'14-6': 2, u'14-0': 1, u'14-2': 1, u'17-1': 2, u'19-5': 5, u'19-4': 4, u'19-6': 1, u'19-1': 1, u'11-4': 3, u'13-1': 2, u'11-6': 2, u'10-0': 1, u'11-2': 1, u'12-6': 1, u'12-4': 1, u'12-5': 1, u'12-2': 1, u'12-3': 5, u'20-1': 1, u'21-0': 1, u'20-3': 1, u'20-5': 1, u'20-6': 2, u'17-6': 2, u'17-5': 2, u'17-4': 1, u'16-6': 2, u'17-2': 3, u'16-4': 2, u'16-5': 1, u'21-4': 1, u'17-3': 1, u'10-4': 3, u'10-5': 1}"
1OO3fy6z5lxlRuHnnhPStg,OjDskFWx9Ehu032bhZv0QQ,_GVAV2LjUWEs9fGjslex_A,14660,"[u'Delis', u'Sandwiches', u'Restaurants']",33.6272318,33.63,-112.0121147,-112.01,Best of Europe Meats & Deli,[],True,26,,AZ,85032,4.08,Jason,154.0,"{u'funny': 45, u'useful': 119, u'cool': 37}","{u'13-3': 2, u'16-2': 2, u'11-3': 1, u'15-1': 1, u'15-3': 1, u'15-5': 1, u'15-4': 1, u'11-5': 2, u'13-2': 1, u'13-1': 4, u'16-1': 2, u'11-1': 1, u'13-5': 3, u'13-4': 1, u'14-4': 1, u'14-5': 1, u'12-4': 1, u'12-5': 2, u'12-3': 1, u'12-1': 1}"
oIkwj10HmUiognO68j7jOg,xZglU7Z_QOKfVQ54YlvlOw,V8IgwToO4jsxqC0RrpMwyA,6203,"[u'American (Traditional)', u'Sushi Bars', u'Restaurants']",33.6737677,33.67,-111.9638394,-111.96,Kona Grill,,True,69,3.0,AZ,85054,5.0,Angela,1.0,"{u'funny': 0, u'useful': 0, u'cool': 0}","{u'11-3': 2, u'11-2': 1, u'21-5': 4, u'17-5': 1, u'21-2': 1, u'17-4': 18, u'17-6': 2, u'15-0': 1, u'15-3': 1, u'15-2': 2, u'15-5': 1, u'23-0': 1, u'15-6': 2, u'18-0': 3, u'18-1': 5, u'22-5': 3, u'22-4': 4, u'22-3': 1, u'18-5': 10, u'18-6': 6, u'23-5': 2, u'14-4': 1, u'18-4': 9, u'14-6': 4, u'14-0': 1, u'14-1': 2, u'14-3': 1, u'17-3': 5, u'0-6': 1, u'16-4': 3, u'18-2': 3, u'19-5': 5, u'19-4': 7, u'19-6': 1, u'19-1': 2, u'19-0': 3, u'19-3': 3, u'11-5': 6, u'14-5': 4, u'13-1': 1, u'13-0': 1, u'11-1': 4, u'11-0': 1, u'13-5': 1, u'13-4': 3, u'22-0': 1, u'12-4': 2, u'12-5': 3, u'12-2': 2, u'12-3': 5, u'12-0': 4, u'12-1': 4, u'13-3': 3, u'11-6': 5, u'18-3': 6, u'11-4': 2, u'20-1': 1, u'20-0': 3, u'20-3': 3, u'20-2': 1, u'20-5': 4, u'20-4': 5, u'21-1': 3, u'16-2': 5, u'16-3': 3, u'16-0': 1, u'16-1': 1, u'16-6': 3, u'17-2': 6, u'17-1': 3, u'17-0': 1, u'21-4': 6, u'10-1': 2, u'10-2': 1, u'21-3': 3, u'3-5': 1, u'10-6': 2, u'13-6': 7}"
CSoURupWEyuyzkjMOExKPg,2TztHnin1f_YKAQtdpfREg,t2Em6xzwcBP5KSz_LGQMFw,1768,"[u'Restaurants', u'Italian']",33.5087368,33.51,-111.9953195,-112.0,North Fattoria Italiana,,True,103,4.0,AZ,85018,4.17,alexia,18.0,"{u'funny': 1, u'useful': 9, u'cool': 4}","{u'8-4': 1, u'17-0': 5, u'20-2': 4, u'13-5': 4, u'10-5': 1, u'11-2': 3, u'20-4': 6, u'17-2': 5, u'22-5': 2, u'11-4': 7, u'17-6': 6, u'15-1': 1, u'15-0': 2, u'15-3': 6, u'15-2': 1, u'15-5': 5, u'15-4': 1, u'15-6': 2, u'18-0': 9, u'18-1': 9, u'18-2': 8, u'18-3': 5, u'22-3': 1, u'18-5': 12, u'18-6': 7, u'22-0': 1, u'14-4': 3, u'18-4': 11, u'14-6': 7, u'10-1': 1, u'14-0': 1, u'14-1': 1, u'17-4': 18, u'14-3': 1, u'17-3': 6, u'21-6': 1, u'17-1': 10, u'19-5': 14, u'19-4': 13, u'19-6': 4, u'19-1': 5, u'19-0': 1, u'19-3': 7, u'19-2': 12, u'13-3': 5, u'10-0': 1, u'13-0': 2, u'11-1': 3, u'11-0': 1, u'11-3': 6, u'13-4': 2, u'12-6': 4, u'12-4': 4, u'12-5': 3, u'6-2': 1, u'12-3': 5, u'12-0': 4, u'12-1': 3, u'13-6': 4, u'11-5': 7, u'11-6': 5, u'13-2': 1, u'20-0': 2, u'16-0': 4, u'9-6': 2, u'20-5': 1, u'7-6': 1, u'20-6': 2, u'16-2': 4, u'16-3': 3, u'17-5': 13, u'16-1': 1, u'16-6': 1, u'14-5': 3, u'16-4': 3, u'16-5': 2, u'21-4': 2, u'21-5': 5, u'8-6': 3, u'10-3': 3, u'21-1': 1, u'10-6': 6, u'21-3': 2}"
paF7fjuCWbqg7pjwSWnMkA,udgGFCXGGH1-eL7lWtbzRA,Nzamz8RqtTLJ4BXAOY8t2g,22436,"[u'Mexican', u'Restaurants']",33.378102,33.38,-111.755427,-111.76,Nando's Mexican Cafe,[],True,123,,AZ,85234,1.92,Gary,13.0,"{u'funny': 8, u'useful': 14, u'cool': 4}","{u'7-0': 1, u'13-5': 4, u'12-2': 3, u'16-5': 7, u'16-1': 1, u'18-1': 2, u'15-1': 4, u'15-0': 1, u'15-3': 1, u'6-0': 1, u'15-5': 2, u'15-6': 2, u'18-0': 5, u'23-3': 1, u'18-2': 11, u'18-3': 6, u'18-4': 8, u'18-5': 7, u'18-6': 6, u'23-5': 1, u'14-4': 2, u'14-5': 8, u'14-0': 2, u'14-3': 1, u'17-3': 10, u'17-1': 3, u'19-5': 10, u'19-4': 6, u'19-6': 5, u'19-1': 6, u'19-0': 4, u'19-3': 6, u'19-2': 3, u'11-5': 3, u'13-2': 1, u'13-1': 4, u'13-0': 2, u'11-1': 1, u'13-6': 5, u'11-3': 2, u'11-2': 1, u'12-6': 8, u'12-5': 5, u'6-2': 1, u'12-3': 3, u'12-0': 1, u'12-1': 1, u'11-6': 2, u'16-3': 4, u'20-1': 3, u'20-0': 1, u'20-3': 3, u'20-2': 4, u'20-5': 9, u'20-4': 4, u'20-6': 1, u'16-2': 4, u'17-6': 9, u'17-5': 11, u'17-4': 10, u'16-6': 4, u'17-2': 6, u'16-4': 6, u'17-0': 6, u'21-4': 2, u'21-5': 7, u'21-6': 1, u'21-0': 1, u'11-0': 2}"
NIuaxYvM_-dzmgGXwPJ1Gw,Cwzhb8uasNKNgkA4yg3aCg,iMPo_LExRHHAh41kePLdNw,10145,"[u'Pubs', u'Bars', u'Nightlife', u'Lounges']",33.424522,33.42,-111.940409,-111.94,World Of Beer,,True,66,3.0,AZ,85281,,Jason,16.0,,"{u'22-6': 3, u'22-5': 6, u'22-4': 7, u'22-3': 4, u'22-2': 2, u'22-1': 1, u'22-0': 3, u'19-5': 4, u'19-4': 7, u'19-6': 2, u'19-1': 5, u'19-0': 8, u'19-3': 7, u'19-2': 5, u'11-6': 2, u'12-6': 4, u'12-5': 11, u'12-0': 1, u'12-1': 3, u'16-2': 3, u'16-3': 6, u'16-0': 2, u'16-1': 12, u'16-6': 3, u'16-4': 4, u'16-5': 6, u'21-4': 6, u'21-5': 11, u'21-6': 4, u'21-1': 1, u'21-2': 5, u'21-3': 2, u'15-1': 13, u'15-0': 1, u'15-3': 4, u'15-2': 6, u'15-5': 6, u'15-4': 2, u'15-6': 6, u'18-0': 8, u'18-1': 9, u'18-2': 10, u'18-3': 4, u'18-4': 5, u'18-5': 7, u'18-6': 4, u'23-2': 4, u'23-3': 1, u'23-0': 1, u'23-4': 5, u'23-5': 3, u'0-4': 1, u'0-5': 4, u'0-6': 8, u'0-1': 1, u'0-2': 1, u'0-3': 3, u'13-1': 3, u'13-0': 3, u'13-6': 10, u'13-5': 13, u'9-6': 1, u'20-1': 7, u'20-0': 3, u'20-3': 7, u'20-2': 10, u'20-5': 4, u'20-4': 4, u'20-6': 4, u'17-6': 4, u'17-5': 9, u'17-4': 5, u'17-3': 5, u'17-2': 5, u'17-1': 13, u'17-0': 3, u'10-5': 1, u'10-6': 2, u'2-3': 1, u'14-4': 1, u'14-5': 1, u'14-6': 5, u'14-0': 1, u'14-1': 5, u'14-2': 5, u'14-3': 3, u'1-4': 1, u'1-6': 1}"
_oBxfuBd2qDEWaYsdvP_dg,3BpL0rMBKbwFLj0m9kE0Kg,8-InERGLhHGjX3DZPFXMqg,11388,"[u'Food', u'American (New)', u'Breweries', u'Restaurants']",33.536066,33.54,-112.263551,-112.26,Gordon Biersch Brewery Restaurant,,True,51,3.5,AZ,85305,,,,,"{u'10-5': 1, u'11-2': 4, u'21-5': 3, u'7-6': 1, u'12-5': 5, u'10-6': 2, u'17-6': 2, u'15-1': 2, u'6-2': 1, u'17-4': 6, u'15-5': 6, u'22-5': 1, u'15-6': 1, u'18-0': 1, u'18-1': 7, u'18-2': 3, u'18-3': 4, u'18-4': 14, u'18-5': 6, u'18-6': 5, u'22-0': 3, u'14-5': 1, u'14-6': 1, u'17-5': 9, u'14-3': 1, u'0-6': 1, u'17-1': 6, u'19-5': 5, u'19-4': 5, u'16-5': 7, u'19-1': 2, u'19-0': 2, u'19-3': 1, u'1-6': 1, u'11-5': 1, u'11-4': 1, u'13-0': 1, u'11-1': 1, u'13-6': 2, u'13-5': 2, u'13-4': 5, u'12-6': 5, u'12-4': 1, u'19-2': 4, u'12-2': 4, u'12-3': 2, u'12-0': 5, u'12-1': 2, u'13-3': 1, u'11-6': 3, u'8-6': 1, u'20-1': 1, u'20-3': 3, u'20-5': 5, u'20-4': 7, u'20-6': 3, u'16-2': 4, u'16-3': 2, u'16-0': 2, u'16-1': 2, u'16-6': 5, u'17-2': 1, u'16-4': 3, u'17-0': 1, u'21-4': 5, u'17-3': 4, u'21-6': 2, u'10-4': 1, u'21-1': 1, u'21-2': 2, u'21-3': 4}"
I7cItiwL8NOPM45ipSf1QA,q6Kb8rh9E4a6EisD8V0MPg,Bz2igotNP00BeYeo32KaSw,12803,"[u'Gastropubs', u'Cafes', u'Restaurants']",33.4959014,33.5,-112.512882,-112.51,Ground Control At Verrado,,True,19,2.5,AZ,85396,3.81,Tim,33.0,"{u'funny': 5, u'useful': 14, u'cool': 3}","{u'10-6': 1, u'17-2': 1, u'19-5': 1, u'19-1': 1, u'20-5': 2, u'7-5': 1, u'18-0': 1, u'15-1': 1, u'18-2': 1, u'18-3': 2, u'11-0': 2, u'18-5': 1, u'13-6': 4, u'17-0': 1, u'12-5': 1, u'12-0': 1, u'14-3': 1}"
V6BYjHM9SnXscfkln3hCdA,_o7pb0r9giU7CNRgIHPjRg,Capf_zG28-3Kx68BegCyAA,22028,"[u'Breakfast & Brunch', u'American (Traditional)', u'Restaurants']",33.4925020001075,33.49,-111.924118995667,-111.92,Orange Table,,True,304,4.0,AZ,85251,2.83,Natalie,6.0,"{u'funny': 0, u'useful': 0, u'cool': 0}","{u'10-2': 5, u'8-4': 2, u'7-0': 1, u'11-3': 6, u'19-5': 1, u'13-4': 8, u'12-6': 44, u'8-1': 6, u'15-0': 1, u'15-3': 1, u'15-5': 4, u'15-4': 2, u'18-1': 1, u'18-2': 2, u'18-3': 1, u'14-4': 1, u'14-5': 8, u'14-6': 6, u'14-1': 2, u'8-3': 4, u'9-0': 4, u'1-1': 1, u'8-5': 26, u'10-4': 21, u'13-3': 1, u'13-2': 1, u'13-1': 1, u'11-6': 79, u'11-1': 9, u'13-6': 17, u'13-5': 20, u'11-2': 7, u'6-6': 1, u'12-4': 13, u'12-5': 38, u'6-2': 1, u'12-3': 8, u'12-0': 1, u'12-1': 3, u'9-1': 7, u'11-5': 61, u'9-3': 8, u'9-2': 6, u'9-5': 65, u'9-4': 10, u'11-4': 6, u'7-3': 3, u'7-2': 7, u'9-6': 49, u'20-5': 1, u'7-6': 4, u'7-5': 4, u'7-4': 1, u'12-2': 3, u'17-3': 1, u'16-4': 1, u'16-5': 1, u'10-0': 5, u'10-1': 25, u'8-6': 18, u'10-3': 5, u'8-0': 5, u'10-5': 85, u'10-6': 73, u'11-0': 10}"
V6BYjHM9SnXscfkln3hCdA,9Cb15jFvuAcxo0iWLYM2QA,aGyOjkR1-l_Qmg8zQ6RXVA,14766,"[u'Breakfast & Brunch', u'American (Traditional)', u'Restaurants']",33.4925020001075,33.49,-111.924118995667,-111.92,Orange Table,,True,304,4.0,AZ,85251,,Daniel,157.0,,"{u'10-2': 5, u'8-4': 2, u'7-0': 1, u'11-3': 6, u'19-5': 1, u'13-4': 8, u'12-6': 44, u'8-1': 6, u'15-0': 1, u'15-3': 1, u'15-5': 4, u'15-4': 2, u'18-1': 1, u'18-2': 2, u'18-3': 1, u'14-4': 1, u'14-5': 8, u'14-6': 6, u'14-1': 2, u'8-3': 4, u'9-0': 4, u'1-1': 1, u'8-5': 26, u'10-4': 21, u'13-3': 1, u'13-2': 1, u'13-1': 1, u'11-6': 79, u'11-1': 9, u'13-6': 17, u'13-5': 20, u'11-2': 7, u'6-6': 1, u'12-4': 13, u'12-5': 38, u'6-2': 1, u'12-3': 8, u'12-0': 1, u'12-1': 3, u'9-1': 7, u'11-5': 61, u'9-3': 8, u'9-2': 6, u'9-5': 65, u'9-4': 10, u'11-4': 6, u'7-3': 3, u'7-2': 7, u'9-6': 49, u'20-5': 1, u'7-6': 4, u'7-5': 4, u'7-4': 1, u'12-2': 3, u'17-3': 1, u'16-4': 1, u'16-5': 1, u'10-0': 5, u'10-1': 25, u'8-6': 18, u'10-3': 5, u'8-0': 5, u'10-5': 85, u'10-6': 73, u'11-0': 10}"
s0G-WZcLkXeORKNxb-hwLg,qUCjkU4-q0f4DsYr_WVM9w,9JpnM-xebt0343KkGR_HKQ,19661,"[u'Hotels & Travel', u'Travel Services', u'Tours']",33.6262751,33.63,-112.0198194,-112.02,Alpine Ski Club,[],True,5,,AZ,85078,3.86,The Rue,81.0,"{u'funny': 134, u'useful': 54, u'cool': 55}",
h_WtRK_umSU8LCCmAeqbFA,r-pOuMmNduv5L-eeRqtqSw,3uvRbJ_-CVFvSw9QduulbA,14337,"[u'Gastropubs', u'Comfort Food', u'Sandwiches', u'Restaurants']",33.48124,33.48,-111.90979,-111.91,Pig & Pickle,[],True,140,,AZ,85251,4.08,Ryan,25.0,"{u'funny': 3, u'useful': 20, u'cool': 3}","{u'17-0': 9, u'18-4': 26, u'21-1': 5, u'16-0': 6, u'23-1': 2, u'7-6': 1, u'12-6': 8, u'5-0': 1, u'21-2': 6, u'17-6': 6, u'18-0': 20, u'16-1': 4, u'22-6': 5, u'15-1': 2, u'18-1': 7, u'15-3': 1, u'15-2': 3, u'15-5': 2, u'15-4': 1, u'15-6': 4, u'23-2': 3, u'23-3': 4, u'22-5': 5, u'22-4': 7, u'23-6': 4, u'18-5': 18, u'22-1': 4, u'23-5': 5, u'15-0': 1, u'14-6': 3, u'22-2': 2, u'0-4': 1, u'0-5': 3, u'0-6': 7, u'18-6': 15, u'0-0': 1, u'0-1': 4, u'0-2': 1, u'0-3': 3, u'19-5': 17, u'19-4': 21, u'19-6': 13, u'19-1': 7, u'1-4': 1, u'19-3': 9, u'19-2': 12, u'21-4': 11, u'13-1': 1, u'11-6': 9, u'13-6': 4, u'11-3': 1, u'21-3': 3, u'22-0': 5, u'1-6': 1, u'22-3': 3, u'17-1': 7, u'9-0': 1, u'23-4': 7, u'18-3': 15, u'9-6': 1, u'20-1': 1, u'20-0': 4, u'20-3': 8, u'20-2': 14, u'20-5': 8, u'20-4': 19, u'19-0': 14, u'20-6': 10, u'16-2': 5, u'16-3': 2, u'17-5': 16, u'17-4': 19, u'16-6': 4, u'17-2': 9, u'16-4': 5, u'16-5': 9, u'18-2': 10, u'21-5': 6, u'21-6': 5, u'14-3': 3, u'21-0': 4, u'17-3': 6, u'10-6': 8, u'23-0': 1}"
