business_id,grp_cat_counts,grp_cat_avg_stars
pPmAy9Bi0vvO9rEpJzvLxw,8,3.375
hSk523_7aJuwU5F3VUiw0w,8,3.375
YSOaPUm5EORusVSPB6_Zag,8,3.375
44qg4vgcqJkjF8eqG4R4JA,8,3.375
9ZIZ4jTLsjanxamL3s_kMg,8,3.375
lUE101QlZgUuIl8OdIzITQ,8,3.375
_lN2rVi5d7d5AiGqFoTOgw,8,3.375
jcMwUkEOER1yLcmLFz0ksA,8,3.375
PRPEuoprCr1iBowxWgMZ9g,8,3.375
1TK6VbNcI-vvcNXbAgydew,8,3.375
e1TRaM2GZq8qBFogZaNklw,8,3.375
DAOoaurZxekzu5ZrYAT8gA,8,3.375
HvfefhU4b38wcSulkBzA1A,8,3.375
puScbbJBHaisZUpEdEhPqw,8,3.375
nC1-vWedrsdrdXdDi7iwbQ,8,3.375
OshOnzdPoUv0IsoWeJ2ofg,8,3.375
lKl_FUDVDwfJcC_jmzOjlg,8,3.375
gc-QI_gGpjYusuGzDub1lQ,8,3.375
HcQSVGAcb5c9kgBB49gvZw,8,3.375
gN0IplaKOk3CfnjjeHcteA,8,3.375
4CgoGDd236jY7VaSoFmB1w,8,3.375
d0JDQRtE8YQduEm_IAVtnw,8,3.375
KahBDGfKvGCAAIuNFE8UkA,8,3.375
GJ7gPJGl0r-1jPhp2Qz8BA,8,3.375
JcWk6o9gGXeNk6EamLoA6w,8,3.375
rzNidfyoNsNg9SPkQVe_wA,8,3.375
uuv2IsWkbW7zdyYfWbU_Mw,8,3.375
1zcJe2LkMzcfiBEkJ3niTQ,8,3.375
_L5kScT8_QCmFoHV6fmrqg,8,3.375
s30AdC9aWowTeUgS-K6nzw,8,3.375
tizHNPsEddfGWvxipZ7q5w,8,3.375
FZPbrikYVgDuzNFXHNC2cA,8,3.375
O83Ppn_Wehhpc7FmzuRDDg,8,3.375
Qs9d1d0gGY2kf3w1Evzrjg,8,3.375
TKaRCDwEhJ_qdEy5qUvKmQ,8,3.375
wDN_aJlJbcItF6zJfyexBw,8,3.375
lHiUC9dtS9blgqk1yDTb-A,8,3.375
hXgP7NqwmCo1sbdY05a4Lw,8,3.375
LTG4CxnXElBi7R7vZUbeHw,8,3.375
M2j4ncoX2xtAmry1yWqwPA,8,3.375
PT7V38tg1Re9MLIrEwdh8w,8,3.375
ESeRjioJf84r5EHUPqwDGQ,8,3.375
MIsLw-yvFeSxyvJXgFPA8Q,8,3.375
FCIYOCHTuEcuPqJFxg5e_Q,8,3.375
qkeRXUvbFKDHMELa24G8LQ,8,3.375
Qj2h9JA59E_J-ogfdjx7Lg,8,3.375
cvAOvCjg2E2aGuWbpMTbwQ,8,3.375
OvEC_Dpxt2cZDjZ4rxPcpw,8,3.375
YK-QsFBiLRy-dt2o-x_SRw,8,3.375
Inw6wqV6Jisv_k6Nr-M0VA,8,3.375
pYc1RP9M0Q6uTu-9JkdShg,8,3.375
taOEQHSqfA5PTkAPQ00C4Q,8,3.375
A8RbfOZf9QdxU4thO7kdcg,8,3.375
szg3XiVTKGI9URJhhMI6MQ,8,3.375
6rTpGUMFopKHgOewhm5Mww,8,3.375
hbzuaYz09idmEO7batzt1w,8,3.375
LJg8ll83Nio0kiHcAEdRxA,8,3.375
rlM0IYvA6MEqu75ogsOfJg,8,3.375
zfQtAr3sI-oTbqOqeQZfAg,8,3.375
iK6LQjFL4aMJzTS6Hf3F_Q,8,3.375
wZQuzNUyrbZIzzDlgo1GIg,8,3.375
NwxQZP5ML6tIBpW9Fx0ZiA,8,3.375
L6yYzUqVcX97uNXDGqS7-w,8,3.375
7u4W2qVaCc7HPfSpzuQ6pQ,8,3.375
bOwwgjM10WLKJESvUlZBMg,8,3.375
qjRKkC3FUSToNZlqTXLGFg,8,3.375
O6qz8lLgqsD8sKTatGDxpg,8,3.375
CWCQGLfgdLJuGndqWTs5cg,8,3.375
RUTmk1xpoyQu5vd_-a2I4A,8,3.375
fEUpGQlSGesquq7Xh-ZswQ,8,3.375
8GdqVk-R-D9hpq7AO7cvdQ,8,3.375
EzISXh3nXkWnlnQPmb023Q,8,3.375
_1McGyjz_5SWHboKGSE5lg,8,3.375
Rirstpm7F5qP9FzaAsVykA,8,3.375
3sAbf_515BswQkH2-McyAg,8,3.375
DJnVLhrt0WgfuzgHywJ37A,8,3.375
xjmy2v7rlqpNhsSt6XMYAA,8,3.375
SSeptCUpcJoJNUTm0ixgdg,8,3.375
kgBUBTmFtbF1oHG_eQ86BQ,8,3.375
L4Kzj-856kzQhcHZ4oI6yA,8,3.375
TG43zoUOuWqNXDCUDshsvQ,8,3.375
A8dOA00FGNoJ46CDo6cTvQ,8,3.375
3tIg4sZQ-_fMt4JEuZAzBg,8,3.375
SIq0jbz3oHHAsxwltaO7Lg,8,3.375
DFfji6bvndgfIawE4QhHIg,8,3.375
rY9WGFYBPuyaJifD81w4SA,8,3.375
vTzCMU109wT7JHYpsX3JfA,8,3.375
2Prwsxm9-p4zoOIEObsehA,8,3.375
_4VapLIt_vHJ0iL_qnMzeQ,8,3.375
JQ4p9uDCib6-rGy4-fsOOw,8,3.375
-vMUuua2dI5yvhe09ZD21g,8,3.375
1kMR_HUA8i-wYOJFZfLhBA,8,3.375
aW1FWcU8uWqlslFOI2Ts1w,8,3.375
NmZOBAApIRfv5RqQzFBIdA,8,3.375
K4yExVqUtW2sRE4grXU8Zw,8,3.375
U4DLbBnhm_T-rnQvXdvYQw,8,3.375
xsyIKrKNsmcOMsBipNlO5A,8,3.375
byBElhfA2cSEMW4O7rnkfQ,8,3.375
2fxFiCxixSMFx-0Fvj5hvg,8,3.375
MTPH9iuEMIEBbz6aygmPRA,8,3.375
n3CpBxY6turmqrihCjNbAQ,8,3.375
ptPrA9reecJhSQyzo1aW8g,8,3.375
dJfNjYU0kRemgzp7L3O4CA,8,3.375
8tx1C_5ZBOBySrWNOsVb6w,8,3.375
5Hwaqlm15wSxZUk7XrLubw,8,3.375
fWeUahAAlhX74Se1UCZXWw,8,3.375
cFuxWeyXi4EfLPq5YIOhcQ,8,3.375
8YqAsWaEKf9yXY1HYomHNg,8,3.375
yHMwUjtLvC8-ol-rP3VsQA,8,3.375
5ExCFur8Gqt1x278DAvJZA,8,3.375
mt7scTEjBOKKgWamSBcf_Q,8,3.375
k9altbs4dpvHqkn-T2BjJg,8,3.375
pKTeXV3wKJGJOmQjHcUo3Q,8,3.375
zsOLsztD7GFr4mT8-nA3pw,8,3.375
zD8B1fkB_w6PMXyfz_8_nw,8,3.375
YxqUBsKvkPbc1LSiV-Y7tA,8,3.375
bFWU696zKv1FTIuxNfGnEQ,8,3.375
bczZDp0QDG5IHAN12dcKWA,8,3.375
AlfaoT27zlWlK-D_-eNTbw,8,3.375
mocgDai_c8me8Vlw_4trlQ,8,3.375
dL0pvShJdT348qBbeNHbgA,8,3.375
jkZOhHj3AbOdYfy1amPSvg,8,3.375
JnlHakJ30945rvrNYs4EJw,8,3.375
n5vAhP5zbfSebnwxcMlftQ,8,3.375
uWwalAMCWuTLh4Bw86apfQ,8,3.375
9NIBovSz93wmD2f6v0aYFQ,8,3.375
cqcuE0MN38XPlHm3VGQRSw,8,3.375
Wxe4OAI2XKdTSJvooiAcvA,8,3.375
oCn315vw2xp6wQUovsJq_g,8,3.375
sG1gQZ3arZDTWLz_O_ifUw,8,3.375
yD2Dfm-E4_Ho-iQnDhiPMQ,8,3.375
hOTO0wxAwpuzXK9Bwo2sTw,8,3.375
t2oYp2zHy2aGWs34YYrTzg,8,3.375
xZOWIzgQvldPkOlV0-QlNQ,8,3.375
Ly70N1nR5kl-sZc3HjwPKA,8,3.375
wxvOv5ERgY2SPp1OyIdLEQ,8,3.375
tsu1IvAiMy0RFuYzjz7kiA,8,3.375
kl0g2sIn6bklgN9qilCkMA,8,3.375
e2BgInf9PpcdKhGa4B0jlQ,8,3.375
7EcOg3VFdOT2xKgRoX8yCw,8,3.375
U-AM79KxickH2E4yM5tVaA,8,3.375
cvLa4Mpfqa-I7CbLs_8Ckg,8,3.375
I3E1LnQhJMe14wga2vypkQ,8,3.375
r9nLQrVfyqCDVT-Gvx8w9g,8,3.375
NCtEbUEPXNmsz7oqhnKK8w,8,3.375
TWVaL3ESiJGJgl90UNktSA,8,3.375
UedVu1tCV_Q3twZZtwtl8Q,8,3.375
0GhZtUCQnSDIHlIRdG6LtQ,8,3.375
usAsSV36QmUej8--yvN-dg,40,3.7375
acaBJcFEKPmmSDIO6c-ZGQ,40,3.7375
BF0XhsT8mEv6gpxru_8Syg,40,3.7375
ldsiFlvSxBhuZHZxvzWPYw,40,3.7375
rksEr9GshBvBkV4vAQbruQ,40,3.7375
tieXOBZlj01Hk_CR_sl0pg,40,3.7375
gWP6ofoyTbK0SZj1i_XqNQ,40,3.7375
yLa-Qp45lqfwdebh65L3HQ,40,3.7375
-5XAZC1hC6G0NDkmPyhmUg,40,3.7375
lHA9NQrvolZ1lKuBwPNKTg,40,3.7375
_Ztp2sSQKQuwFUX-rp-xlQ,40,3.7375
s5_17bbWETxeeXaIukZxfg,40,3.7375
kOK86MUuK-VWfJEYuvHUnQ,40,3.7375
SdQC_XpKOj7utRIZxRl4xQ,40,3.7375
IfCZxeFnC0CND83jpdG-7g,40,3.7375
4F9cOLQUpVB_7H8IksKcNA,40,3.7375
4YX4ZtUqs6xtcc4AdjbpeQ,40,3.7375
fAJvlRFhdYJlMyG-CA4ErQ,40,3.7375
CVk_Jk7vU9JlP-U_fArQqA,40,3.7375
_ELurClSg26jIcRmhq3F_w,40,3.7375
nqD620A6r3hcysgkQ6w30g,40,3.7375
7Z7IkR_-94AjUuDw0fbI7g,40,3.7375
smWlFMgNgfDm8ZUKGvx65A,40,3.7375
hR41JuE4FpaThBbDwBAnwQ,40,3.7375
YOdLHL9FlEv_l8gE9iH9oQ,40,3.7375
JQAnJCBmqVDK3TlHZKnS4A,40,3.7375
9syGIeH7Xryqgp84ZnMjPA,40,3.7375
8Gh4a0-MCLPRKbIn5BmYBg,40,3.7375
nf6NV9rsHoLb4zcI01337A,40,3.7375
X7QrpTqyGM7ZcP3l1d-1sA,40,3.7375
wEyjswy_5GsoXm3Kw0emfA,40,3.7375
X2CvejXoxpIOr8j6O-gM7A,40,3.7375
P1CDEhEQZz5bK-sSqkRD0g,40,3.7375
IdxOuGJ0mr-5vSSh6YX90g,40,3.7375
utgdjsDYZ8boRpbUfJDRYg,40,3.7375
QPwrGqvwmEts5I51H4bQYw,40,3.7375
tJplzQDIfCXFFO5wG50rpg,40,3.7375
5SYBY1QV6PIbpfsHWUVuqQ,40,3.7375
ne-utgVJDLVTBQaT2zKOIw,40,3.7375
g-CiH6Pa-rClhDYlHGA-Mg,40,3.7375
Fi_1yugT_4WOiEm0H_GrIQ,40,3.7375
LMJyaWr1bTrh0htkD5mb7A,40,3.7375
tl5iayFkG9E26x2VP-z97g,40,3.7375
91bPfWMwLMDg08KDcRdV-Q,40,3.7375
uDoEofFBFyaVsAR7UCYMDQ,40,3.7375
_DfLxjCmnEYrdV6srvzybg,40,3.7375
-KzyOiFK4SM9I1vmuTSsuA,40,3.7375
cIAE5XY3cuUs8_Vx_QKO8Q,40,3.7375
C7UF87fLEJBA4Hkrk24k6A,40,3.7375
OtRxxR2WSTQ2xpx46NE3_A,40,3.7375
YWDqj3nlQ6A13MJbuRvYDw,40,3.7375
Y_G1u5Qg1hf1mJmy9SNqhw,40,3.7375
OFiQ34TNKEE5a00Vd8Kwsg,40,3.7375
GjY3YczfF_wT7-euVoSbWQ,40,3.7375
DuKKiPtghSrE4I7w1cyOTA,40,3.7375
uPRz5JI11QQpwgNnSZZzaQ,40,3.7375
VkdjWDnu5EDqT8PIhb4y3A,40,3.7375
d-EaGpwrCuJ_-Ubme9rC7A,40,3.7375
thlCF7B2DIhkOuyQXj6liw,40,3.7375
cxShXLGuI24Xow5YhjFb5Q,40,3.7375
eUKyPJQyHdech1fU3Q3MRg,40,3.7375
i_PkfGnX3J4Zsipp0chvwA,40,3.7375
wJ11SXXV7V4tQz58JlFooA,40,3.7375
n9c5ezcwz0k4F8_oIAjpbg,40,3.7375
60i9h-gPKH1f0YC_bZXDhg,40,3.7375
cEkDx1wSMXgIPmRM90gSBg,40,3.7375
RwlkbvZXQTpCRAR9PGJ1eQ,40,3.7375
DENQD7OTKne29w4KCSoQ1g,40,3.7375
zGMvARUBgcPaQYT21gUmjw,40,3.7375
h9rUsezPxktLXN4UQTPG6A,40,3.7375
ua0V7dK0_lpChFE65qAx0A,40,3.7375
mm6iRi2BBaSACnyTv71nNg,40,3.7375
5t_is8G1Ti5jNk6cH7dGSg,40,3.7375
0Rrih6W3LGrNGB_3cQaplg,40,3.7375
zk3T2VVl2Vcdg1tKD6SNhg,40,3.7375
70CEMhOtK-l-7IifDvTlEQ,40,3.7375
XdE5tAqE9XYpXbSQoHhCkg,40,3.7375
3I8kUGzDOIKz95llTBhIjA,40,3.7375
tqjmY3E93kbp62PQwRfTuQ,40,3.7375
QCosRCJ1owLMgaHnXOMqQQ,40,3.7375
6Xw-SA9pgUVPjUsCYI26qg,40,3.7375
9e4-DYABr1mVEw85ErdBMw,40,3.7375
DbI6ezKctN4Z5SV7LvG4Sg,40,3.7375
Qc_t3guyioM8kLq-MCo5DQ,40,3.7375
HTCFfNGoVrrqGOrvYjm8dQ,40,3.7375
VK54dQNl1VlwtDxjTocxhA,40,3.7375
OfNQed4MVoSyY31YJkJWqA,40,3.7375
sSPRqgwD9SFZ5JSnInSxDw,40,3.7375
L7pERyEB70Vo_sb4T5dLrQ,40,3.7375
fIANUWx1m8_7pPA_U8VAJg,40,3.7375
DaX21p1qpA1tL6vFpfR6Bw,40,3.7375
-PoxCIqlN6tX98AxC0aPTQ,40,3.7375
dl8FULkVABIxsb0a_fws5A,40,3.7375
A4hIVUS7AsOFXbHxqDuKnQ,40,3.7375
dr3FmOSZ_Iy2WyPnS5ABOA,40,3.7375
RHk6l5YHCUwoInVrP1ZvoA,40,3.7375
GDzn6pU_pGpXc4kTLpR3BA,40,3.7375
OBbZsvsdz5dKedj7xGBAEw,40,3.7375
Sm-KSR7qtHmP-Z1yBPxedA,40,3.7375
ePdWC_PsCuPVboQIje38Rg,40,3.7375
zpKmFI47BWUT-dUlTDSVug,40,3.7375
qv2n5yGIDtF3dhPliW4kLA,40,3.7375
1nyX5dTwS4Ymi2GnfFtIIw,40,3.7375
MaY9KCV7y6Jvx15D9vw3sA,40,3.7375
eHN6eErehDXorUfE_u_rzA,40,3.7375
inlhnedQ9vBTcXZzF7naBA,40,3.7375
QoFRAwMpoaMBlfg7ygh7rA,40,3.7375
DxmXiD9h2TYXbRm49ycwkw,40,3.7375
N-18zbUr2ueTVyxuEIb6uA,40,3.7375
4eetDKIRjOCXZtAPI-qCxA,40,3.7375
nn7Q8EAysCr3D9PEqZEgkg,40,3.7375
nTJDEIm4cKjPehJgzFCqww,40,3.7375
bvLYyRiXFjHxSmARAxjj3A,40,3.7375
ozWBsvbeM2LSPsRDsYKr1Q,40,3.7375
08OcGan0xiT6I_oJ2loLMA,40,3.7375
INAZN7Ymyzmm7PTpB7kHeA,40,3.7375
ix5po_okLs_LDzoyaL0TZA,40,3.7375
0jDkXQdprSgbx8GeK0dcTg,40,3.7375
NN8TD3uh2aOmWPAJJcCJ6w,40,3.7375
CgHcO651uEE3aalrkm4boQ,40,3.7375
ldE5VFTgf5Vs9ka6mkubKQ,40,3.7375
Zw5fzZhYmrLgdM0CVmGTeA,40,3.7375
9zJiBcKFa4F5xYwRuR1Law,40,3.7375
G5flQ7qs-jCS9xBWTJRtLw,40,3.7375
s0Xpzb2GzBILFAKMpAtspQ,40,3.7375
3Mae8hxgIUomygfAI9pzWA,40,3.7375
rtl3UgZM-hXvsohPB3XEBA,40,3.7375
Fnfz9bpjjg1E4eAih2XomA,40,3.7375
4dV7lNiORN8Nb4BDsNZ9WA,40,3.7375
mxeT6ChiawYmVArDGdVqww,40,3.7375
ggKTLa0xVz-WGBGatscMBQ,40,3.7375
09Kv1q51BlUyLznzNnL5Xw,40,3.7375
UUnawRMKzdtoYSOxfi1BRQ,40,3.7375
802UUSJCMyuhemUh0ndmmg,40,3.7375
HpQQjZis2CJCfBakZULtUw,40,3.7375
5WQhLNpG6xZryVCla4gMRA,40,3.7375
rC1Hn-q0SjhS9-bwLbY8hg,40,3.7375
lLC7pJSpnF9CDfL9Gbg-Sg,40,3.7375
MtbyOeiuN6_Z0cAr9D8FoA,40,3.7375
TqVESkM8cDQdTC1LL3RUSg,40,3.7375
ADn_CBhbn2QU3WzFzuXvWg,40,3.7375
dt6JlLvZuOFZ3TM3rI_L8w,40,3.7375
j0mNAIzwRH1QHTuMQaYX1g,40,3.7375
SKSXkghmYc1DXF2-d9Br7w,40,3.7375
9BPYwkcrItZgnI9V0Cz7DQ,40,3.7375
hcOia8ZrDw39ukBaI5CAMw,40,3.7375
h341Q8AG2OytBgzN9hh1Mw,40,3.7375
fhifxLgfaVvOeRHhEvZTaw,40,3.7375
0deS4g2xR4SjvjHNeHUc-A,40,3.7375
wX_yIM9EdgqLaSA7XmlqbA,40,3.7375
Y6Qsu0EYDFtOOtxdYf51Pw,40,3.7375
mp9hMnOobCLNB_iR4sqm_w,40,3.7375
I4uAbB_i9dLtPkWJvyOXiQ,40,3.7375
cSY4B9WBslxhpkJqaQLwJA,40,3.7375
IIM0aFvL_ogc7iD36Dfzpg,40,3.7375
opikDGSxDcfZwYWbk7dKtw,40,3.7375
GqdJHel5Ld8DI415QBDyIQ,40,3.7375
a7OF5WBirAFlVH7Xp1885g,40,3.7375
b1d8nKDgizi3K8Jw6llksw,40,3.7375
aKm3gRYlHtl5LysdGi-mag,40,3.7375
lHt5zb4fy_kKG1-Dtfkdlg,40,3.7375
JqBy7Ijfmh46kBPQPG0pKw,40,3.7375
1dC3GSC5bgQf9wEp-bv8PQ,40,3.7375
IxRxm34eehQ-Vx1qcsIAWg,40,3.7375
6fR4ncWEfdMLk9AacDsRzQ,40,3.7375
iTBQsH-YU2RwrCP_Gaudeg,40,3.7375
EoUWD6wATa-j_PagZSjYFw,40,3.7375
Xbk80IuaWpoDC7GRI8MKMg,40,3.7375
f1cfs9BhhM-5ivTiR618UQ,40,3.7375
diW9KhKuhBCblBdnAkUkpQ,40,3.7375
I3RnM4JmJ787ySV6rBswvw,40,3.7375
N_F0gVHvH5WmUWuTh5IdCQ,40,3.7375
0BRORnn7ydzOR8ZZPyeWxQ,40,3.7375
3w1F-75RGcN9oRhBF9uYFQ,40,3.7375
kcf0XYZ17ukmUx1ksBrFtQ,40,3.7375
0uP4fNs06SkeZqIm3ZWaZw,40,3.7375
YMlj4LG5JzWZ-UHW8LDaPA,40,3.7375
XFm8pUV58qOB7HbIGFLIrw,40,3.7375
yoinjWe4Ln5aKtqrhHP_Kw,40,3.7375
xbJg3blqDJ08nsPeTXx0SA,40,3.7375
CtwZ8Ih7sLo3E0bls_XiMQ,40,3.7375
9e0xuwGcjpJJiVYYyRG00g,40,3.7375
9MbT6gEbJoo0TrZS5CNcPw,40,3.7375
gzuvM2ELm54m3jUqWMbvOA,40,3.7375
FKUResyfat8sK9VqEE6TyA,40,3.7375
hKXGstxNng99lTeIJKJPOw,40,3.7375
yYSS7OtBfcNTCNKU6HL8qQ,40,3.7375
hn9qaE7wMmDXem-Vkh3-2Q,40,3.7375
C7j5NnSTA6gacO4dZ58slQ,40,3.7375
teRHDxzpaVBA_vR0mKoGxQ,40,3.7375
vT3asFK3PgoHOqQvYNJisA,40,3.7375
RFtCf27vtwvJt9GNXcZkhw,40,3.7375
8EgImVmTmsZm0357uortfw,40,3.7375
OveJgGrAts9Hak0-JQQt-w,40,3.7375
74TtigbYxiFAAAxIg06wOg,40,3.7375
PzOqRohWw7F7YEPBz6AubA,12,3.291666667
FPD5xXo_QPmJVo5XJKPryA,12,3.291666667
CAhyiTcoGeAqaP018FX0cQ,12,3.291666667
T8uhdmJgewM7htInfxa1dA,12,3.291666667
AAGO39io2Ko0fgr6BhH-yQ,12,3.291666667
