business_id,grp_categories,grp_cat_avg_stars,grp_cat_counts
LmbVSU7Diel5lR2b6AS5SA,-Mexican-Restaurants,3.561032864,426
rhOC6FyEpPuZxm563uwLzQ,-Mexican-Restaurants,3.561032864,426
y6uO4ydAwBHUujfiSktxZg,-Mexican-Restaurants,3.561032864,426
7vz3HGtHzvz1JjiphH9uOQ,-Mexican-Restaurants,3.561032864,426
oiLe3lqMFaZtsSpRuIUChw,-Mexican-Restaurants,3.561032864,426
6TWRuHn24DL6vnW8Uyu4Vw,-Mexican-Restaurants,3.561032864,426
T_Kcz_bkhE9T6YejqFqPxQ,-Mexican-Restaurants,3.561032864,426
Agz-gMJfjCsK5tdKC6FBYQ,-Mexican-Restaurants,3.561032864,426
kw-LLNv9p58DM7_lgIubVQ,-Mexican-Restaurants,3.561032864,426
hWhVP-28LYP3llaMlAJ_JA,-Mexican-Restaurants,3.561032864,426
nfeIPaPNPC3awILVzLMg6Q,-Mexican-Restaurants,3.561032864,426
paF7fjuCWbqg7pjwSWnMkA,-Mexican-Restaurants,3.561032864,426
DLOr9MYltjcu8X5kwDJgnQ,-Mexican-Restaurants,3.561032864,426
iDYzGVIF1TDWdjHNgNjCVw,-Mexican-Restaurants,3.561032864,426
_9wiSQbsRe0fiVeHQkxygQ,-Mexican-Restaurants,3.561032864,426
0NlTmTzKYXbE6Hx2iGEb5A,-Mexican-Restaurants,3.561032864,426
EGiGWZp_zSqdeftiFQ7MbA,-Mexican-Restaurants,3.561032864,426
eHC_xNrT1SkJyC2oncJlhw,-Mexican-Restaurants,3.561032864,426
3l72FflaaeI0tWEAWN3-gQ,-Mexican-Restaurants,3.561032864,426
m7q48PFFfMaIBBaDZ7j3Hg,-Mexican-Restaurants,3.561032864,426
8SjO3b-87uN2jXVXYNn47g,-Mexican-Restaurants,3.561032864,426
IFKTsVSSguMjLBA9mo0x0Q,-Mexican-Restaurants,3.561032864,426
mBd63SjmO72qkoy8jvLd7A,-Mexican-Restaurants,3.561032864,426
TbaAnzOTX2-boTbAp3e8Qw,-Mexican-Restaurants,3.561032864,426
Wr-Gf_sTcN3nmruFO9TNIA,-Mexican-Restaurants,3.561032864,426
MEOC6ng0jPhQOX_BzEzf_w,-Mexican-Restaurants,3.561032864,426
Esn7lfc9w6KVoX61FsXM3A,-Mexican-Restaurants,3.561032864,426
Us49chcQrPwU9Em67mQk1g,-Mexican-Restaurants,3.561032864,426
qW9UysjJw3y3CwEbzruEEw,-Mexican-Restaurants,3.561032864,426
JobP0ghILdh8S8l-LhHHxQ,-Mexican-Restaurants,3.561032864,426
vR2XXhissXsPq0LhcdINuQ,-Mexican-Restaurants,3.561032864,426
x_mxrJALBi5No9CxRswEaQ,-Mexican-Restaurants,3.561032864,426
DeAnVirgOxQnI36V1W158A,-Mexican-Restaurants,3.561032864,426
Lx4ZFP6dIMzi7Ib-ljV-ww,-Mexican-Restaurants,3.561032864,426
Xo9Im4LmIhQrzJcO4R3ZbA,-Mexican-Restaurants,3.561032864,426
AC1xogsITgaae5ic8B9Ryw,-Mexican-Restaurants,3.561032864,426
kqGbGsG2p6Y3vkplCKyE9g,-Mexican-Restaurants,3.561032864,426
lmIXtLgu1tIoFAsqXnTpmA,-Mexican-Restaurants,3.561032864,426
FFHzFdyWgM-OdMghuXMPEQ,-Mexican-Restaurants,3.561032864,426
P6S2faevnR4y89lFs6Zw5Q,-Mexican-Restaurants,3.561032864,426
-Y2rZMPttQqKXD_XJPQerA,-Mexican-Restaurants,3.561032864,426
s8cHXeSlX_aPI2x49UkCCg,-Mexican-Restaurants,3.561032864,426
NYIyTj2AZJpAo7XIM-Z7lw,-Mexican-Restaurants,3.561032864,426
7rZ4P3CoPiH-r5R7DuaKGw,-Mexican-Restaurants,3.561032864,426
qHjUo2foq-IXF6Tk1Iz3WQ,-Mexican-Restaurants,3.561032864,426
aACW1qAdOfgcU8yX61dOFw,-Mexican-Restaurants,3.561032864,426
cB3P1HylsRlEIpWWsRJR5Q,-Mexican-Restaurants,3.561032864,426
LQGQ1w4pYrf5in6LrU0BlQ,-Mexican-Restaurants,3.561032864,426
UCEAhciqe8avW1N-bWJ32g,-Mexican-Restaurants,3.561032864,426
guD6--j7BIeqcFW_IUFbgw,-Mexican-Restaurants,3.561032864,426
QNo69O4cy6a3HGb6RrGWzA,-Mexican-Restaurants,3.561032864,426
Gy7ERh2GhmAYMZMO48ztBg,-Mexican-Restaurants,3.561032864,426
yaKR6C1ER0ox79j8r5ZaOQ,-Mexican-Restaurants,3.561032864,426
YL_EiYALmGUd1lm5HZgL3w,-Mexican-Restaurants,3.561032864,426
136zvrfN6Kpr9tFj3OMNUQ,-Mexican-Restaurants,3.561032864,426
u5tS8tenUo4YzRTbkeTT-w,-Mexican-Restaurants,3.561032864,426
TgxDGx7L_JICWbuBUCGVqw,-Mexican-Restaurants,3.561032864,426
AjE4uM-VaGP3QPCjSjIEaw,-Mexican-Restaurants,3.561032864,426
r2S4arkHyRcUroRhggMIoA,-Mexican-Restaurants,3.561032864,426
K8GqMhhVvz8pqq9F7sE-Sg,-Mexican-Restaurants,3.561032864,426
s10bPHjLAK5bvuK1_j3GsA,-Mexican-Restaurants,3.561032864,426
QxpX4slDIOGFEHlPV4mrSw,-Mexican-Restaurants,3.561032864,426
WxpCYziMlEy8mrEa_VcB1w,-Mexican-Restaurants,3.561032864,426
nQUsMhT7qY6pPMvTT6xGcQ,-Mexican-Restaurants,3.561032864,426
Hn7f_Gh5ffvns_7nU4Wqxg,-Mexican-Restaurants,3.561032864,426
6Tt0mGKbMoAz1GsjkVhbMQ,-Mexican-Restaurants,3.561032864,426
nfyqtEoufkhjv97IueK7Ow,-Mexican-Restaurants,3.561032864,426
R4zcw0jq-gMgDtPyCjwnew,-Mexican-Restaurants,3.561032864,426
rgeyIXOiEGabJwtGCVp0Ow,-Mexican-Restaurants,3.561032864,426
FKbLmiEDKqDolWzMXeusUQ,-Mexican-Restaurants,3.561032864,426
lHFsO4nIwwgjC_oQYqfAPg,-Mexican-Restaurants,3.561032864,426
Yb2pNCxYR32XKmpirqJqeQ,-Mexican-Restaurants,3.561032864,426
jDyn5GnMiWllhB7qDpzltw,-Mexican-Restaurants,3.561032864,426
iJVZqAGZok2JNID_zGjFpQ,-Mexican-Restaurants,3.561032864,426
qgJZUKNVY-LbGKk6XEP3JA,-Mexican-Restaurants,3.561032864,426
zSzE4rW9FE3fGqiEzZ91Vw,-Mexican-Restaurants,3.561032864,426
4NMElef11_YmVzxOpcsALg,-Mexican-Restaurants,3.561032864,426
xdv2kvaZodkWvTSV6pSSpA,-Mexican-Restaurants,3.561032864,426
mW1gB2DmBe__AEVgCoTgjw,-Mexican-Restaurants,3.561032864,426
TMdHhDI7jYQ9206dtvrBgA,-Mexican-Restaurants,3.561032864,426
frZdH7hTGIs7nykH4jeIPA,-Mexican-Restaurants,3.561032864,426
mQ6_slsCd8-c8WFNtESnqw,-Mexican-Restaurants,3.561032864,426
tiWLO7EGmOGO7XIE_lESiA,-Mexican-Restaurants,3.561032864,426
LbcDWyqGgQdlwWfGO-whMw,-Mexican-Restaurants,3.561032864,426
ZZevr02C4b_g9RwnezdvWw,-Mexican-Restaurants,3.561032864,426
X5QTGpPfqXFtmtizsGAksw,-Mexican-Restaurants,3.561032864,426
yzZxyhouOdM4NwYLEMgaWw,-Mexican-Restaurants,3.561032864,426
QxEUzbLfCTXF6gHWJegWgw,-Mexican-Restaurants,3.561032864,426
fF6m3qsD5blnwuZRuYhzWg,-Mexican-Restaurants,3.561032864,426
sCa3a9H2Wz-HPL4NC8D3xA,-Mexican-Restaurants,3.561032864,426
ggjdeyeuUVcNmBkoEXA13g,-Mexican-Restaurants,3.561032864,426
glalhJa7wFWPIoJLBvKGfQ,-Mexican-Restaurants,3.561032864,426
d52zg-S0o940WUCK-nNiKw,-Mexican-Restaurants,3.561032864,426
tyC0LaPJo3ct_0JEkTwZxw,-Mexican-Restaurants,3.561032864,426
LOPHo3NyafDN9xPT6K5rZg,-Mexican-Restaurants,3.561032864,426
Y7uLTiXkAghWE3lJmZ6Gdw,-Mexican-Restaurants,3.561032864,426
eP2WTbTQDCLj6FPNd6Il5Q,-Mexican-Restaurants,3.561032864,426
7Y1lfzFkwBRoMZKIMMeZMw,-Mexican-Restaurants,3.561032864,426
exODno12y5GRj0DRzob2Eg,-Mexican-Restaurants,3.561032864,426
RQaQiRanZocObTLUujQ9bw,-Mexican-Restaurants,3.561032864,426
CRvVvR6aE1eWVRtzQ0UC6g,-Mexican-Restaurants,3.561032864,426
1zDCfNgtfyh-Uw8j3JxhHA,-Mexican-Restaurants,3.561032864,426
BM0-dgPJMBMmcmO9PVCJfQ,-Mexican-Restaurants,3.561032864,426
IQaND6HcN6NdtQ8QysO3Fg,-Mexican-Restaurants,3.561032864,426
YxLiLBNTm4cOg7OlKKLmVw,-Mexican-Restaurants,3.561032864,426
H3TmYkiUo-ZY1va4TZM_zw,-Mexican-Restaurants,3.561032864,426
j_oBbxZY_hxmWNu7nfhslg,-Mexican-Restaurants,3.561032864,426
68euKezXqyvsE49cIGdL2A,-Mexican-Restaurants,3.561032864,426
-Nd5eId2iqnFvAMNgRBgpA,-Mexican-Restaurants,3.561032864,426
EKVrH21lOIRrXdLf-Dt5RQ,-Mexican-Restaurants,3.561032864,426
CFaRVxsnN4Zjf28cbORKIA,-Mexican-Restaurants,3.561032864,426
wzIPW_XyKc2DBWdOUM5hlQ,-Mexican-Restaurants,3.561032864,426
vcfQI3Tq8c5_nBimuwdNtg,-Mexican-Restaurants,3.561032864,426
xI0UZH734lJtm39DbLf-Bw,-Mexican-Restaurants,3.561032864,426
aS2aNPE861FI4dRrz1Z7Ow,-Mexican-Restaurants,3.561032864,426
7KCLeDNdFDkdoA6MUavxwQ,-Mexican-Restaurants,3.561032864,426
XI-_Y2XRw03mozGx0Z90Gw,-Mexican-Restaurants,3.561032864,426
Q-dsvMlhEr9TgvX8FxW4uQ,-Mexican-Restaurants,3.561032864,426
Vx7-xbazum3dgo3Qj3i4pQ,-Mexican-Restaurants,3.561032864,426
DOmvaki70flMQ8W-yGbaHA,-Mexican-Restaurants,3.561032864,426
166feddAL9YETnzTSUJ8aA,-Mexican-Restaurants,3.561032864,426
SaIX7eay0vV-FxGPqTk1yA,-Mexican-Restaurants,3.561032864,426
eK6KGMKqU_4nB9RdayZD7Q,-Mexican-Restaurants,3.561032864,426
yZSxQT84u6CL_lmfHKMMNQ,-Mexican-Restaurants,3.561032864,426
7Zo1DzdwZlGMxPu1AFMSsw,-Mexican-Restaurants,3.561032864,426
eZXAQxBXReD78AWWf0_4ZA,-Mexican-Restaurants,3.561032864,426
h7hr0v3E1ulU2sXNItD5UQ,-Mexican-Restaurants,3.561032864,426
2rMf09C5uXzF2qIlD5F5BA,-Mexican-Restaurants,3.561032864,426
FJDBOsbQWm5hoTy2LWE7mw,-Mexican-Restaurants,3.561032864,426
pARpNmERH5UNb9Sa3XQ7vA,-Mexican-Restaurants,3.561032864,426
KBoN62BQPvTVmcRz-Rb81Q,-Mexican-Restaurants,3.561032864,426
OVFcGSh4Wu-ss8Iq_fIC-Q,-Mexican-Restaurants,3.561032864,426
CmNCRMpiJVtaqYfd9X1INg,-Mexican-Restaurants,3.561032864,426
8dlyEiypNYB0sVfdzQll3A,-Mexican-Restaurants,3.561032864,426
d6CUe9LjkFFqYtt7WuW5Lg,-Mexican-Restaurants,3.561032864,426
QJP-bRQvtGvShgs4AnvZKw,-Mexican-Restaurants,3.561032864,426
J3INwTy4KZJ8aJwVoOqAJA,-Mexican-Restaurants,3.561032864,426
cVejKU_SrdbvzIbQ4oPV0A,-Mexican-Restaurants,3.561032864,426
aBjgE5pLhtz4RGGR-IWpGA,-Mexican-Restaurants,3.561032864,426
FsRAzLD7ipg5iez7kY1b4g,-Mexican-Restaurants,3.561032864,426
vSEFzop2GDXsIWTLxIGMiw,-Mexican-Restaurants,3.561032864,426
E6HzAdx2vyZVyuNoa4-Xaw,-Mexican-Restaurants,3.561032864,426
KGX7O-_WqOIy9o7u9NOa9A,-Mexican-Restaurants,3.561032864,426
_-9pMxBWtG_x8l4rHWBasg,-Mexican-Restaurants,3.561032864,426
5cdOl0IBh58CWW9lDGyJOw,-Mexican-Restaurants,3.561032864,426
oMycF1cQgR1UVkafXfof7A,-Mexican-Restaurants,3.561032864,426
E3vrsYkHZ1kXKgxPSS8oEg,-Mexican-Restaurants,3.561032864,426
UJBSI5HydQgUhlTkC8ODDw,-Mexican-Restaurants,3.561032864,426
f1ffUvX5_rV8PhAceZo5tw,-Mexican-Restaurants,3.561032864,426
0YEbfeYZXkcTwjos9cgaEA,-Mexican-Restaurants,3.561032864,426
Ddsln32r-uA7hq_0ksaNZA,-Mexican-Restaurants,3.561032864,426
t0HV1S6uhBxLB5IyZC5hMQ,-Mexican-Restaurants,3.561032864,426
xEBqFdQf5BJO1HjeuZ1fMA,-Mexican-Restaurants,3.561032864,426
zYCGmnEvORQ7pf4Lwfrc2w,-Mexican-Restaurants,3.561032864,426
E2BMYajnI3USNpABFdBn6Q,-Mexican-Restaurants,3.561032864,426
PONDGYxI1dswoYjrzeljbA,-Mexican-Restaurants,3.561032864,426
LE-1ZOsjpPh7p95H2l5Fww,-Mexican-Restaurants,3.561032864,426
UHkRFDFze9tYfYT_xjn0bQ,-Mexican-Restaurants,3.561032864,426
nBqXILuCGVZ4-aPuRKjCCg,-Mexican-Restaurants,3.561032864,426
y64emAT5wGuCiqJgRbCXIg,-Mexican-Restaurants,3.561032864,426
uPDTnuR-sOi47blHH943lg,-Mexican-Restaurants,3.561032864,426
qlrZzAktK8wODSHxhLEK7w,-Mexican-Restaurants,3.561032864,426
8_mbjbTK_Ci3DljpzdipuA,-Mexican-Restaurants,3.561032864,426
OlppG0j7Kdc4f93CdHeDtA,-Mexican-Restaurants,3.561032864,426
8s392ZpX8dfO5Ol2RdQISQ,-Mexican-Restaurants,3.561032864,426
yN5MaHx7AGNhLMgUaQu0cA,-Mexican-Restaurants,3.561032864,426
0_3hrGrrP-J5eeHRwQfZ6w,-Mexican-Restaurants,3.561032864,426
RvosS7L1zBKFzLSYhCbiow,-Mexican-Restaurants,3.561032864,426
Q-qvDFHD3FCy82KIWoc3tA,-Mexican-Restaurants,3.561032864,426
7_y_M5wRaSvNXt-q4xvlEQ,-Mexican-Restaurants,3.561032864,426
jzPMl-NoB5F2fwoHX3hN8A,-Mexican-Restaurants,3.561032864,426
V4wiGd78Si52Gys9gmoZCg,-Mexican-Restaurants,3.561032864,426
hF6KrTKdQBk0wDIkZmhFkA,-Mexican-Restaurants,3.561032864,426
-vaGR2CXNS4NZrMdctSkGA,-Mexican-Restaurants,3.561032864,426
9d4i9ssv0XAc2I93ZgH5-Q,-Mexican-Restaurants,3.561032864,426
oqZPXoenkQvAKQJ2pDCo0A,-Mexican-Restaurants,3.561032864,426
lmVcr5vBW8DJ7NT7xezynA,-Mexican-Restaurants,3.561032864,426
0K35eGvzVRZEirNo5v_WfA,-Mexican-Restaurants,3.561032864,426
69t2S1u7Rf6qM_c14b42xQ,-Mexican-Restaurants,3.561032864,426
zXg2O_QnpHQVD7e1azAu_w,-Mexican-Restaurants,3.561032864,426
S0wvx9r-Pt3hTXLynP7qzg,-Mexican-Restaurants,3.561032864,426
x55m0oB4eVv6pCnxR_9K4g,-Mexican-Restaurants,3.561032864,426
8ZGKcHe3vqw2Pil4uH7Ctg,-Mexican-Restaurants,3.561032864,426
x3R9cU8RCFhxQdL1SPNhZw,-Mexican-Restaurants,3.561032864,426
GoWTsb8sGyJ026a3cbw03Q,-Mexican-Restaurants,3.561032864,426
Rg4dHuszzF0Mb4yqtoHSiA,-Mexican-Restaurants,3.561032864,426
-d1I0dwtCg1IIjnI3DZ38Q,-Mexican-Restaurants,3.561032864,426
ib-y5nsfn3unE0lLY1vfAw,-Mexican-Restaurants,3.561032864,426
VBhgkRUNe9gjc1HpmHA3Zw,-Mexican-Restaurants,3.561032864,426
OT0gFIAr_c-d3i-IQ6TZQg,-Mexican-Restaurants,3.561032864,426
psm1tqE9dxRWWictMCnLuQ,-Mexican-Restaurants,3.561032864,426
ib23CJSg5HjQi2sOm1yGaw,-Mexican-Restaurants,3.561032864,426
xHe6WBPFINEHUIeq_5yEHQ,-Mexican-Restaurants,3.561032864,426
wpEwTBZC670Un2dc0IWUKw,-Mexican-Restaurants,3.561032864,426
fE0zuDxZrJlQ7H91eY6UYA,-Mexican-Restaurants,3.561032864,426
YaB2hKgWUaqAWnCA6YWD7g,-Mexican-Restaurants,3.561032864,426
C3X564vqQ1bYLE9rlg5Q0Q,-Mexican-Restaurants,3.561032864,426
adPVJMkRrS8_3VHQKw5-qw,-Mexican-Restaurants,3.561032864,426
qdA4qiSXjaiuqO4SueH9VA,-Mexican-Restaurants,3.561032864,426
y3Wkggu97xy3WAb4M4jYjg,-Mexican-Restaurants,3.561032864,426
mBDhy9j4qwKRnf4h8UQnrQ,-Mexican-Restaurants,3.561032864,426
X0BsBdPGAyo9gLPIRJ9PFw,-Mexican-Restaurants,3.561032864,426
F3tqTcfKnljJcSyyqN0bbw,-Mexican-Restaurants,3.561032864,426
g2jHP8cPKY253Tw0TKQQ5g,-Mexican-Restaurants,3.561032864,426
HUR7B6X_f_V_50w4pfoyyQ,-Mexican-Restaurants,3.561032864,426
BFZHdg2TRrgw56CyqkSryA,-Mexican-Restaurants,3.561032864,426
TAlmdEr0RNWZh9IiUS_BLA,-Mexican-Restaurants,3.561032864,426
4zkNU2m_LKPo2h790zfXAw,-Mexican-Restaurants,3.561032864,426
BBt7Mx9CbhTxJo88QGuErw,-Mexican-Restaurants,3.561032864,426
N-DFmcKLm5BxleZJGoJ-dg,-Mexican-Restaurants,3.561032864,426
q1ZQlDDASrPwYPxbWqtvZw,-Mexican-Restaurants,3.561032864,426
WPSM_oTPceoSnwqQWfAsdg,-Mexican-Restaurants,3.561032864,426
_Oaj1X0vAlOu5bAX6ingzA,-Mexican-Restaurants,3.561032864,426
-xFO1E3OiDMmdqdjwUM_DA,-Mexican-Restaurants,3.561032864,426
8nk--14Irg9PtpQLWg4peg,-Mexican-Restaurants,3.561032864,426
4XDbyBF6hoRFC9hj1RXa7g,-Mexican-Restaurants,3.561032864,426
2KCHbRLC2e9b2tiFN5Gxww,-Mexican-Restaurants,3.561032864,426
f_2iPdAHrcKMwMFJSRdFZQ,-Mexican-Restaurants,3.561032864,426
Vak7jP7fu6LUxQDZmSZE3g,-Mexican-Restaurants,3.561032864,426
ZOROJ4IV6V2sEAmh0v-w2A,-Mexican-Restaurants,3.561032864,426
8efc4wqa0XDt3_z2R7jaGA,-Mexican-Restaurants,3.561032864,426
_4yz-KdFD9VtknWBIhSW6Q,-Mexican-Restaurants,3.561032864,426
9xsmSRFD8riQF7UCBrD88g,-Mexican-Restaurants,3.561032864,426
I20sRbcEK8Ib1YFQFMoERg,-Mexican-Restaurants,3.561032864,426
AeoJkr_dlNshB078OepP8w,-Mexican-Restaurants,3.561032864,426
zDE0sWZFqRrw6mx1Bz6uWw,-Mexican-Restaurants,3.561032864,426
Obz3WGtDmcdgWN-r6mWc2w,-Mexican-Restaurants,3.561032864,426
s0k5tNxvBaveCj0ElnNPug,-Mexican-Restaurants,3.561032864,426
_mt0EQgGCG-qrLy51RnQag,-Mexican-Restaurants,3.561032864,426
pGUS_Bj4FH-RfLozQslfjA,-Mexican-Restaurants,3.561032864,426
2HHf0hiKtZm5nzt3irlaDA,-Mexican-Restaurants,3.561032864,426
I4uDkxbTLt5l1JFkcG1e7g,-Mexican-Restaurants,3.561032864,426
N7oUi6aM01UlvrsIcTSqmg,-Mexican-Restaurants,3.561032864,426
WEqppm3f_XWwUE58luAHNQ,-Mexican-Restaurants,3.561032864,426
CoTbd84dXYXV7e6_Mr_IFQ,-Mexican-Restaurants,3.561032864,426
4M1fVHmnSyNg-fNW247-QA,-Mexican-Restaurants,3.561032864,426
42ElKM0t-C81jzAJ7rJJ-A,-Mexican-Restaurants,3.561032864,426
S25ttNUduO3JwFjTL5cUxg,-Mexican-Restaurants,3.561032864,426
4yjBGyvlXW2PgQHZ3bi09g,-Mexican-Restaurants,3.561032864,426
8CH5YbC0kbL1Knioh1GJcA,-Mexican-Restaurants,3.561032864,426
h26RO7jLyJ6YPHegwpQUPQ,-Mexican-Restaurants,3.561032864,426
11TvD4sCfA8GEqLDANpbSQ,-Mexican-Restaurants,3.561032864,426
rlQCMHmaMjPzEh3BeaDkIg,-Mexican-Restaurants,3.561032864,426
cne0A4qlWtahuzUSdzdalQ,-Mexican-Restaurants,3.561032864,426
1nq6zzJuVgwaHtXau97_Iw,-Mexican-Restaurants,3.561032864,426
LBskB7ACUPV8xxjBPKnxmA,-Mexican-Restaurants,3.561032864,426
hLAWdi804nVfTLF7T0rB1Q,-Mexican-Restaurants,3.561032864,426
W-9YqWhkfeK-K3xGFvFeuw,-Mexican-Restaurants,3.561032864,426
KIbFaBrZDX7rrYJInkv5Kg,-Mexican-Restaurants,3.561032864,426
2oYhEHgSDLqYXYlAqnChuw,-Mexican-Restaurants,3.561032864,426
O4GznwWobGqx01DUlijgZA,-Mexican-Restaurants,3.561032864,426
DRekXCjdmPESqDpwaQ0x2w,-Mexican-Restaurants,3.561032864,426
usO0GycVQPwfaIMEuPPiFg,-Mexican-Restaurants,3.561032864,426
vA8T8QXh78iSXhxShLNgQA,-Mexican-Restaurants,3.561032864,426
9dn3AMdwvD2KXnTr6AJY1g,-Mexican-Restaurants,3.561032864,426
og7Xi8mwAvhXqDqtWqtt0w,-Mexican-Restaurants,3.561032864,426
b5sP47L2NiBXqbsiOnR7cw,-Mexican-Restaurants,3.561032864,426
UNFcMOWOsr9ilM6lqXIC6w,-Mexican-Restaurants,3.561032864,426
LM9d5wQcVqh97g7qpCQ88A,-Mexican-Restaurants,3.561032864,426
edjCywtqffQ8__vM7POZbw,-Mexican-Restaurants,3.561032864,426
1PM40DbmTVCNgENzZfs1kg,-Mexican-Restaurants,3.561032864,426
QALbv4Qju9yirW3bU4QtLw,-Mexican-Restaurants,3.561032864,426
SVjNMHO2XOmVfaiRAd0ZCg,-Mexican-Restaurants,3.561032864,426
wiNH-zH233_zQXKLMVlqeQ,-Mexican-Restaurants,3.561032864,426
apEkYsUz31lI3tcJoC4HbA,-Mexican-Restaurants,3.561032864,426
0JS32I8PvxfVIAqS77jcGA,-Mexican-Restaurants,3.561032864,426
roTWGaU-RcJ06l8cjFw7xQ,-Mexican-Restaurants,3.561032864,426
Z2sNGAzrIO-87r71pgx9Qg,-Mexican-Restaurants,3.561032864,426
NkDveAzq_V6i352Lee8v-A,-Mexican-Restaurants,3.561032864,426
DScAYRPPKaqt1NBkCbibHg,-Mexican-Restaurants,3.561032864,426
ho4Te6bO2tGs56h9PF2vuA,-Mexican-Restaurants,3.561032864,426
T6dbW2UuWTKar_22zbbiUw,-Mexican-Restaurants,3.561032864,426
dKNLqQWUoWkEp0nF0Y8GYA,-Mexican-Restaurants,3.561032864,426
PzbEhqo8uz2D-3OchHIPzQ,-Mexican-Restaurants,3.561032864,426
y00oZaBgHET4IY0VfOw4SA,-Mexican-Restaurants,3.561032864,426
