RecommendationId,calc_user_avg_stars,calc_user_rev_count
15202,,
5068,,
10709,,
20231,,
13148,,
12535,,
14779,,
3698,,
9049,,
15181,,
16095,,
3553,,
11205,,
20539,,
15559,,
10293,,
19820,,
5223,,
19993,,
17947,,
18878,,
2834,,
11535,,
9376,,
5368,,
1415,,
3544,,
1709,,
8865,,
17545,,
12138,,
17415,,
12329,,
1210,,
10428,,
22646,,
8863,,
971,,
13818,,
8065,,
10053,,
18448,,
11546,,
6371,,
21120,,
5190,,
8289,,
7082,,
21170,,
7328,,
11582,,
17161,,
4983,,
22167,,
848,,
1874,,
12155,,
1381,,
374,,
6624,,
116,,
426,,
568,,
19723,,
6260,,
628,,
1175,3.4107142857142856,56.0
18255,3.4107142857142856,56.0
1207,,
1442,,
1586,,
13227,,
19595,,
5333,,
1609,,
1763,,
2109,,
2246,,
2294,,
9393,,
13232,,
17329,,
4802,,
8535,,
3256,,
2877,,
3362,,
3431,,
10096,,
3992,,
3501,,
18029,,
8349,,
3669,,
2341,,
16606,,
4442,,
8960,,
2442,,
12598,,
7738,,
4696,,
12083,,
1075,,
6004,,
4951,,
9543,,
4272,,
13080,,
21010,,
7325,,
5972,,
9750,,
21107,,
20206,,
3225,,
17830,,
15653,,
5194,,
21867,,
5996,,
6535,,
6800,,
7010,,
7176,,
7629,,
19102,,
10481,,
8406,,
8911,,
14129,,
9200,,
9448,,
9878,,
6798,,
20095,,
15503,,
10029,,
22353,,
4476,,
18338,,
10039,,
17890,,
10076,,
10161,4.111111111111111,9.0
10533,,
10607,,
10963,,
9655,,
10995,,
11291,,
11389,,
12642,,
13730,,
18859,,
8086,,
8352,,
9917,,
14026,,
8728,,
16002,,
17443,,
1491,,
14112,,
21039,,
16084,,
16415,,
22127,,
16779,,
17385,,
16224,,
5446,,
11118,,
13761,,
17463,,
12825,,
17539,,
17587,,
16259,,
18267,,
18516,,
22484,,
11699,,
18628,,
18941,,
19869,,
16106,,
5424,,
3436,,
22585,,
288,,
8399,,
19923,,
20006,,
14579,,
20377,,
21110,,
21368,,
21422,3.5,4.0
4265,3.5,4.0
22168,,
19431,,
22852,,
15587,,
18033,,
1446,,
65,,
16328,,
3590,,
17379,,
129,,
6688,,
615,,
3753,,
18468,,
11355,,
286,,
744,,
7276,,
1657,,
8431,,
9813,,
9897,,
16033,,
20408,,
19073,,
17871,,
2901,,
14001,,
2540,,
1507,,
16386,,
12960,,
7957,,
7102,,
7114,,
17417,,
21390,,
22086,,
17657,,
21535,,
201,,
10436,,
7932,,
13078,,
1682,,
15699,,
16144,,
8116,,
8595,,
12456,,
1925,,
6181,,
15545,,
18220,,
20860,,
11343,,
3194,,
6714,,
13319,,
22770,,
19115,,
315,,
14781,,
11652,,
10563,,
59,,
4128,,
3904,,
17706,,
14810,,
13340,,
602,,
67,,
14433,,
17444,,
12427,,
16724,,
15860,,
14234,,
8287,,
1201,,
3308,,
5617,,
7161,,
8304,,
8923,,
20404,,
20434,,
21605,,
14197,,
16462,,
20405,,
21628,,
1332,,
14279,,
16981,,
14900,,
8753,,
2070,,
2729,,
20616,,
10729,,
980,,
10091,,
14285,,
2027,,
4287,,
3125,,
2614,,
9495,,
1440,,
13185,,
13215,,
8044,,
8136,,
2108,,
1976,,
22798,,
20332,,
7333,,
20354,,
19503,,
11424,,
15487,,
10129,,
9967,,
14411,,
3129,,
5055,,
15668,,
8670,,
12164,,
10948,,
10827,,
2802,,
19602,,
14118,,
4929,,
14000,,
3916,,
19204,,
2480,,
5657,,
2162,,
4998,,
13716,,
3015,,
6019,,
4416,,
12602,,
22005,,
16293,,
3518,,
10557,,
11030,,
12855,3.4,35.0
11824,3.4,35.0
236,3.4,35.0
22690,,
10104,,
8251,,
5004,,
16491,,
16487,,
21822,,
3313,,
38,,
18131,,
1964,,
13813,,
10170,,
14180,,
621,,
20386,,
19714,,
3343,,
2151,,
11504,,
12405,,
11227,,
4202,,
3452,,
17175,,
20117,,
9098,,
15800,,
18125,,
148,,
5551,,
10650,,
8341,,
558,,
6100,,
1230,,
21104,,
5790,,
13859,,
4028,,
1170,,
14953,,
11077,,
15825,,
22321,,
17421,,
22702,,
14138,,
2878,,
3112,,
3151,,
20433,,
3311,,
11767,,
4069,,
11872,,
16505,,
4687,,
20754,,
22430,,
12815,,
13423,,
6084,,
12080,,
21779,,
19146,,
16938,,
16301,,
8926,,
17440,,
18979,,
10793,,
12141,,
13047,,
14370,,
14851,,
17594,,
18833,,
17622,,
20518,,
22817,,
12203,,
12444,,
1235,,
12737,,
19879,,
3008,,
5331,,
7476,,
211,,
15917,,
14508,,
8088,,
8337,,
5246,,
8396,,
5756,,
16015,,
5384,,
363,,
307,,
20333,,
20277,,
9208,,
4201,,
12162,,
1934,,
5807,,
13650,,
548,,
4303,,
2025,,
9196,,
18094,,
8423,,
2177,,
18369,,
3411,,
12732,,
14252,,
14796,,
7651,,
7593,,
11071,,
11206,,
16421,,
19516,,
21988,,
20074,,
19161,,
3870,,
22595,,
9305,,
16773,,
11979,,
8347,,
16741,,
10873,,
16855,,
17528,,
1401,,
6315,,
16336,,
12522,,
7106,,
15961,,
14821,,
22602,,
15646,,
13197,,
4722,,
20873,,
6548,,
16683,,
16772,,
2083,,
4715,,
19816,,
14422,,
15792,,
3377,,
17350,,
11335,,
13817,,
350,,
13191,,
7579,,
1481,,
2569,,
682,,
20968,,
15357,,
12229,,
9341,,
12417,,
15911,,
15957,,
1559,,
15432,,
5794,,
18785,,
19085,,
22295,,
9770,,
9255,,
10721,,
240,,
4755,,
11968,,
5013,,
18599,,
5263,,
6082,,
21618,,
2447,,
764,,
13546,,
19372,,
10870,,
378,,
22890,,
13782,,
20759,,
722,,
18823,,
13851,,
8836,,
12878,,
16631,,
21304,,
18765,,
16107,,
16465,,
21074,,
17701,,
3130,,
12571,,
3463,,
16909,,
2712,,
11624,,
2474,,
21087,,
8777,,
7552,,
21025,,
11928,,
9142,,
16851,,
18783,,
19546,,
2058,,
15799,,
2771,,
11551,,
21038,,
9118,,
22787,,
5197,,
7089,,
20410,,
21926,,
7983,,
20387,,
14725,,
12708,,
2621,,
4933,,
2308,,
3226,,
3610,,
6801,,
17277,,
19240,,
7019,,
3861,,
9612,,
2795,,
22253,,
20975,,
12013,,
11522,,
20240,,
19422,,
20339,,
21627,,
21722,,
22500,,
5540,,
18589,,
9296,,
22918,,
13094,,
20832,,
20645,,
5593,,
8715,,
10432,,
20920,,
10071,,
20127,,
19393,,
1574,,
14040,,
8276,,
15698,,
20665,,
74,,
19643,,
2179,,
14824,,
12509,,
8078,,
16656,,
8418,,
9926,,
9092,,
3449,,
16609,,
4572,,
5699,,
6466,,
6726,,
13351,,
8971,,
12993,,
12051,,
12284,,
18696,,
10119,,
5448,,
5175,,
22232,,
21975,,
9744,,
19585,,
9721,,
19536,,
6865,,
5132,,
7050,,
15307,,
6728,,
17467,,
6402,,
747,,
18608,,
12664,,
17857,,
17250,,
12294,,
7143,,
10040,,
194,,
21480,,
12726,,
4333,,
2073,,
2821,,
13290,,
12910,,
4993,,
15078,,
14266,,
20913,,
4413,,
15312,,
5859,,
13261,,
22587,,
16070,,
6806,,
11019,,
12264,,
5646,,
5143,,
22699,,
17004,,
6146,,
14761,,
1666,,
13687,,
16719,,
18372,,
16742,,
13844,,
10755,,
11095,,
20753,,
8024,,
8734,,
13881,,
15830,,
17621,,
18678,,
19088,,
20411,,
1973,,
19387,,
5379,,
10292,,
18505,,
4276,,
14372,,
7918,,
3405,,
10269,,
14865,,
20535,,
6563,,
6344,,
10600,,
12792,,
9218,,
20399,,
10569,,
9764,,
1643,,
11085,,
20092,,
21331,,
785,,
3972,,
16253,,
5095,,
6571,,
21855,,
21479,,
6804,,
8323,,
19854,,
15492,,
18274,,
22714,,
359,,
437,,
11243,,
14348,,
3749,,
862,,
869,,
1488,,
13845,,
1850,,
1905,,
2578,,
13623,,
2218,,
2449,,
2651,,
2938,,
15566,,
2990,,
3061,,
22876,,
3203,,
3245,,
15602,,
3799,,
3839,,
18393,,
13325,,
20995,,
4461,,
6377,,
8802,,
6012,,
15696,,
8927,,
7284,,
7724,,
8859,,
13991,,
11485,,
21880,,
11589,,
12194,,
15568,,
13008,,
16829,,
17120,,
17433,,
17586,,
17960,,
18399,,
19025,,
19788,,
20468,,
20533,,
21575,,
10704,,
21297,,
9271,,
18849,,
6734,,
2983,,
14207,,
14408,,
7495,,
9351,,
21064,,
20451,,
415,,
19209,,
17493,,
12461,,
3806,,
9857,,
3655,,
13266,,
1684,,
10176,,
16446,,
20458,,
22203,,
5509,,
19966,,
16345,,
16953,,
10528,,
22291,,
6870,,
18701,,
4439,,
13543,,
15804,,
5595,,
14061,,
1795,,
8768,,
16585,,
3868,,
4506,,
9191,,
8628,,
10262,,
15864,,
16715,,
11628,,
10408,,
19195,,
16455,,
13681,,
10083,,
22889,,
18130,,
10915,,
15709,,
17814,,
2800,,
7459,,
16157,,
1606,,
21158,,
14339,,
13596,,
12604,,
22477,,
4452,,
11491,,
2725,,
13528,,
15659,,
18115,,
1405,,
13231,,
10710,,
2906,,
8350,,
12303,,
9965,,
15058,,
16636,,
5587,,
3439,,
6882,,
1077,,
15257,,
1498,,
1756,,
1834,,
13823,,
2015,,
21385,,
7709,,
11361,,
14133,,
21798,,
21399,,
9008,,
7866,,
14318,,
17063,,
22849,,
9743,3.5,148.0
13961,3.5,148.0
20361,3.5,148.0
1197,3.5,148.0
7808,3.5,148.0
6473,3.5,148.0
16709,3.5,148.0
12207,3.5,148.0
4731,3.5,148.0
4026,3.5,148.0
8365,3.5,148.0
9337,3.5,148.0
3102,3.5,148.0
7699,3.5,148.0
12945,3.5,148.0
5304,3.5,148.0
3768,3.5,148.0
1101,3.5,148.0
12513,3.5,148.0
11676,3.5,148.0
13931,3.5,148.0
21299,3.5,148.0
2374,3.5,148.0
22297,3.5,148.0
11820,3.5,148.0
9785,3.5,148.0
22216,3.5,148.0
11325,3.5,148.0
6533,,
11644,,
11035,,
18870,,
21241,,
20823,,
19247,,
5964,,
21563,,
9977,,
8056,,
20487,,
9937,,
17638,,
163,,
4293,,
1048,,
8359,,
12542,,
18380,,
22682,,
20743,,
9054,,
17867,,
5870,,
11174,,
7616,,
14202,,
5907,,
20622,,
20384,,
22344,,
15229,,
9149,,
3762,,
2629,,
19359,,
2962,,
9445,,
5803,,
13196,,
21085,,
9427,,
338,,
11874,,
2745,,
3649,,
8579,,
8862,,
12900,,
8282,,
6434,,
12482,,
20811,,
6065,,
1036,,
16288,,
16132,,
20966,,
19541,,
14484,,
15083,,
8131,,
20100,,
3461,,
8571,,
6747,,
839,,
10761,5.0,2.0
16326,5.0,2.0
16036,5.0,2.0
3443,5.0,2.0
19764,5.0,2.0
20581,5.0,2.0
17337,5.0,2.0
1060,5.0,2.0
1236,5.0,2.0
16391,5.0,2.0
1887,5.0,2.0
12615,5.0,2.0
4134,5.0,2.0
4623,5.0,2.0
9312,5.0,2.0
6352,5.0,2.0
6699,5.0,2.0
7233,5.0,2.0
7277,5.0,2.0
11801,5.0,2.0
12551,5.0,2.0
15269,5.0,2.0
11006,,
4774,,
18432,,
22577,,
1745,,
19100,,
18053,,
2206,,
8249,,
19469,,
13077,,
1864,,
1053,,
436,,
1631,,
16750,,
10287,,
18030,,
19738,,
7080,,
12423,,
6333,,
11032,,
22942,,
146,,
927,,
22718,,
1119,,
1187,,
7370,,
21501,,
7952,,
2907,,
19034,,
1360,,
7974,,
6495,,
16782,,
1338,,
1558,,
1841,,
2182,,
2382,,
2653,,
2885,,
2979,,
3000,,
3530,,
16936,,
3586,,
3882,,
275,,
3890,,
9311,,
591,,
4244,,
4527,,
4573,,
481,,
14696,,
5144,,
5154,,
5449,,
7195,,
13656,,
8555,,
5698,,
9006,,
21272,,
2862,,
5958,,
6111,,
6467,,
6651,,
1899,,
22429,,
6920,,
7352,,
7503,,
7517,,
22431,,
6435,,
18096,,
9797,,
10717,,
7602,,
7659,,
7869,,
8668,,
10765,,
8671,,
22108,,
8994,,
811,,
8996,,
20694,,
9178,,
9383,,
9385,,
9501,,
9726,,
19901,,
10103,,
11059,,
11106,,
4801,,
11262,,
11877,,
3270,,
931,,
11079,,
20842,,
20324,,
21282,,
12641,,
12537,,
15431,,
12872,,
12946,,
13374,,
13461,,
14310,,
13984,,
15645,,
15694,,
19351,,
15879,,
10288,,
16039,,
16262,,
9344,,
16989,,
5357,,
17356,,
8151,,
17381,,
17872,,
21960,,
16160,,
11078,,
21429,,
365,,
4792,,
5087,,
10653,,
18552,,
494,,
20816,,
18684,,
18685,,
15493,,
21223,,
19049,,
19200,,
19604,,
18881,,
21094,,
12968,,
17228,,
20517,,
16473,,
13594,,
13565,,
20726,,
11953,,
1545,,
5385,,
21631,,
21648,,
7433,,
21874,,
4888,,
21969,,
22150,,
22529,,
2398,,
21532,,
22573,,
3582,,
3520,,
14744,,
10401,,
9745,,
7146,,
17369,,
18403,,
22744,,
6090,,
22848,,
19481,,
3074,,
15663,,
14451,,
16203,,
6020,,
15785,,
12794,,
21467,,
4036,,
17511,,
21177,,
5840,,
1270,,
20646,,
109,,
21633,,
618,,
7852,,
12353,,
4167,,
14860,,
998,,
1220,,
17272,,
9463,,
20179,,
21330,,
3049,,
4419,,
3628,,
3262,,
17314,,
5511,,
4974,,
19347,,
19985,,
10904,,
6745,,
5836,,
8551,,
883,,
7610,,
3366,,
1242,,
14056,4.409090909090909,22.0
19688,4.409090909090909,22.0
5388,4.409090909090909,22.0
4175,4.409090909090909,22.0
424,4.409090909090909,22.0
16819,4.409090909090909,22.0
1767,4.409090909090909,22.0
2674,4.409090909090909,22.0
10203,4.409090909090909,22.0
15130,4.409090909090909,22.0
14183,,
8096,,
833,,
22196,,
19809,,
2098,,
15103,,
1722,,
1994,,
8697,,
15525,,
12594,,
1573,,
17989,,
7824,,
2291,,
7199,,
9326,,
17821,,
17409,,
17658,,
20541,,
9483,,
14815,,
14466,,
20239,,
14231,,
14160,,
9882,,
17059,,
19427,,
4931,,
13202,,
7558,,
21421,,
2505,,
21916,,
15358,,
16918,,
12789,,
15625,,
10107,,
5042,,
20590,,
22869,,
14948,,
22607,,
19294,,
20939,,
20730,,
7539,,
6189,,
119,,
6323,,
7455,,
17547,,
7242,,
13062,,
1179,,
15972,,
14428,,
13993,,
4518,,
17391,,
7892,,
21325,,
7410,,
6763,,
19914,,
15706,,
22067,,
15974,,
10539,,
1614,,
2405,,
5036,,
16233,,
5476,,
12341,,
20079,,
9252,,
16172,,
20167,,
16806,,
19257,,
8541,,
10753,,
16012,,
2573,,
18723,,
11537,,
425,,
3104,,
1720,,
1188,,
2112,,
15924,,
7531,,
6431,,
6904,,
19792,,
4104,,
17088,,
10466,,
3081,,
20764,,
3271,,
3296,,
5802,,
13120,,
11817,,
12033,,
5619,,
4597,,
19045,,
19593,,
14976,,
8942,,
7213,,
977,,
1753,,
1881,,
2024,5.0,2.0
7113,5.0,2.0
2441,,
2544,,
3187,,
3613,,
4205,,
4262,,
6011,,
4612,,
4776,,
5589,,
5817,,
6243,,
7780,,
6899,,
7145,,
7522,,
7833,,
8274,,
13518,,
8485,,
10174,,
10286,3.7916666666666665,24.0
10530,,
10997,,
12669,,
13639,,
14488,,
14915,,
15784,,
17226,,
18974,,
19745,,
20226,,
15319,,
13649,,
13145,,
20432,,
20834,,
8627,,
21287,,
12049,,
22185,,
22408,,
22476,,
22825,,
2342,,
9955,,
6784,,
19098,,
432,,
3240,,
9031,,
4838,,
14659,,
11918,,
16800,,
17772,,
2542,,
12734,,
5554,,
6492,,
11057,,
175,,
11444,,
22133,,
20958,,
20890,,
21735,,
8581,,
10752,,
12108,,
2977,,
3991,,
15717,,
15287,,
6425,,
17788,,
380,,
3725,,
11655,,
6822,,
5892,,
6960,,
22247,,
5579,,
12779,,
5731,,
1347,,
5165,,
7691,,
19421,,
7993,,
8604,,
16116,,
19366,,
13217,,
9507,,
12586,,
14423,,
17689,,
15192,,
15232,4.0,1.0
21972,,
17489,,
4037,,
15310,,
21536,,
11423,,
17527,,
8526,,
15187,,
16021,,
10181,,
21036,,
14361,,
5825,,
12086,,
20596,,
17105,,
15725,,
14312,,
9079,,
1667,,
9921,,
20273,,
12989,,
12478,,
11721,,
4057,,
19217,,
22380,,
11367,,
3527,,
18901,,
15535,,
3522,,
16337,,
21829,,
18508,,
12971,,
5601,,
21565,,
14679,,
19263,,
22125,,
16604,,
18291,,
11506,,
22654,,
5102,,
6235,,
11376,,
22115,,
11156,,
9987,,
8252,,
15770,,
2138,,
3771,,
20651,,
1723,,
3859,,
20214,,
13477,,
22145,,
19206,,
1079,,
2852,,
8167,,
7115,,
7382,,
18079,,
8046,,
14604,,
10239,,
13736,,
11060,,
12017,,
17684,,
19624,,
20396,,
14838,,
1903,,
7574,,
18485,,
13007,,
1072,,
15981,,
4625,,
10672,,
8335,,
21577,,
13612,,
3209,,
5888,,
491,4.002114164904863,473.0
17597,4.002114164904863,473.0
3201,4.002114164904863,473.0
22111,4.002114164904863,473.0
3563,4.002114164904863,473.0
1371,4.002114164904863,473.0
12190,4.002114164904863,473.0
6640,4.002114164904863,473.0
3542,4.002114164904863,473.0
18075,4.002114164904863,473.0
21694,4.002114164904863,473.0
16524,4.002114164904863,473.0
20456,4.002114164904863,473.0
5877,,
10348,,
22045,,
9260,,
10311,,
9929,,
21214,,
15502,,
4449,,
22097,,
20336,,
14359,,
4990,,
4320,,
2617,,
4576,,
21783,,
21640,,
8951,,
10026,,
13444,,
17955,,
8018,,
10665,,
19758,,
3733,,
11744,,
19051,,
753,,
3208,,
9994,,
14010,,
6707,,
11391,,
11034,,
370,,
18056,,
521,,
17058,,
21269,,
8512,,
20502,,
1676,,
6239,,
7147,,
6964,,
5926,,
1978,,
21531,,
22562,,
18728,3.5274725274725274,91.0
21557,3.5274725274725274,91.0
17770,3.5274725274725274,91.0
4148,,
7498,,
2125,,
9842,,
3241,,
13770,,
11152,,
21482,,
10031,,
21687,,
2730,,
4671,,
14492,,
14577,,
509,,
9304,,
8270,,
7194,,
7546,,
10743,,
13541,,
17681,,
20334,,
739,,
8293,,
11701,,
18411,,
6149,,
21948,,
15173,,
21244,,
4471,,
3798,,
5846,,
13624,,
14042,,
13878,,
14214,,
9790,,
12930,,
4566,,
12553,,
5216,,
9528,,
18212,,
6277,,
20108,,
11959,,
8098,,
14891,,
21689,,
19269,,
12569,,
4806,,
17718,,
1070,,
2637,,
5856,,
7662,,
7855,,
7981,,
16652,,
10829,,
19159,,
17011,,
5830,,
19876,,
9253,,
14660,,
8290,,
639,,
14456,,
19275,,
16625,,
21731,,
1015,,
13949,,
18668,,
6871,,
2300,,
19004,,
9741,,
20840,,
5170,,
1039,,
7300,,
8798,,
3494,3.146551724137931,116.0
15006,3.146551724137931,116.0
336,3.146551724137931,116.0
2657,3.146551724137931,116.0
389,3.146551724137931,116.0
21612,3.146551724137931,116.0
5193,3.146551724137931,116.0
2691,3.146551724137931,116.0
10744,3.146551724137931,116.0
390,,
1003,,
21512,,
8885,,
1502,,
2982,,
3517,,
3622,,
4142,,
4431,,
4880,,
5258,,
6197,,
7136,,
7312,,
8138,,
7545,,
8203,,
8298,,
8432,,
8902,,
10603,,
10626,,
10686,,
5938,,
10806,,
12497,,
15920,,
15855,,
12584,,
12652,,
12863,,
13419,,
13451,,
13896,,
20610,,
14360,,
6518,,
6668,,
14429,,
20286,,
17962,,
14601,,
14687,,
14753,,
14925,,
6124,,
14938,3.842696629213483,89.0
13468,3.842696629213483,89.0
1092,3.842696629213483,89.0
14960,,
15865,,
16289,,
10795,,
16554,,
17291,,
18126,,
18756,,
18915,,
19197,,
20050,,
11054,,
17777,,
20058,,
20813,,
20831,,
21078,,
21164,,
22114,,
13089,,
16367,,
22491,,
9347,,
19907,4.444444444444445,9.0
20564,4.444444444444445,9.0
8935,,
21455,,
7519,,
15184,,
14253,,
936,,
17954,,
20540,,
15506,,
9374,,
10844,,
14421,,
17642,,
13463,,
8311,,
17232,,
21507,,
17304,,
797,,
1248,,
2213,,
2579,,
6329,,
13336,,
3051,,
3824,,
4096,,
4299,,
5796,,
6678,,
7246,,
22490,,
8000,,
3002,,
21611,,
7689,,
3442,,
7946,,
11763,,
8435,,
8955,,
9487,,
1282,,
1104,,
9749,,
10575,,
11966,,
14080,,
14101,,
14219,,
14220,,
14381,,
14632,,
14805,,
15062,,
15220,,
17449,,
17958,,
18318,,
18922,,
19293,,
