,cat_counts,cat_avg_stars
-Active Life-Golf,18,3.8333333333333335
-Bars-Sports Bars-Nightlife,18,3.2222222222222223
-Arts & Entertainment-Stadiums & Arenas,17,3.9705882352941178
-Hair Salons-Beauty & Spas,16,4.1875
-Bakeries-Food-Sandwiches-Restaurants,16,3.78125
-Shopping Centers-Shopping,16,3.28125
-Delis-Restaurants,16,3.65625
-Hot Dogs-Restaurants,16,3.5625
-Shopping-Cosmetics & Beauty Supply-Beauty & Spas,16,3.65625
-Local Services-Dry Cleaning & Laundry,15,3.7666666666666666
-Tires-Automotive,15,4.0
-Active Life-Yoga-Fitness & Instruction,15,4.533333333333333
-Bars-Nightlife,15,3.533333333333333
-Greek-Restaurants,14,3.607142857142857
-Department Stores-Grocery-Fashion-Shopping-Food-Mobile Phones,14,2.5714285714285716
-Bars-American (New)-Nightlife-Restaurants,14,3.5357142857142856
-Hotels & Travel-Event Planning & Services-Venues & Event Spaces-Hotels,13,3.4615384615384617
-Barbers-Beauty & Spas,13,4.5
-Food-Grocery-Shopping-Drugstores,13,3.3461538461538463
-Food-Juice Bars & Smoothies,13,4.076923076923077
-Shopping-Drugstores,13,3.0384615384615383
-Dive Bars-Bars-Nightlife,13,3.923076923076923
-Active Life-Gyms-Fitness & Instruction,12,4.0
-Sporting Goods-Shopping,12,3.75
-Latin American-Restaurants,12,4.041666666666667
"-Food-Beer, Wine & Spirits-Grocery",11,4.2727272727272725
"-Books, Mags, Music & Video-Shopping-Bookstores",11,3.6818181818181817
-Libraries-Public Services & Government,11,4.181818181818182
-Arts & Entertainment-Performing Arts,11,4.409090909090909
-Food-Bagels,10,3.6
-Hawaiian-Restaurants,10,3.45
-Health & Medical-Dentists-General Dentistry,10,4.55
-Thrift Stores-Shopping,10,3.75
-Wine Bars-Bars-American (New)-Nightlife-Restaurants,10,3.9
-Fast Food-Mexican-Restaurants,10,3.5
-Pets-Pet Stores,10,4.35
-Food-Desserts,10,3.7
-Shopping,9,3.6666666666666665
-Breakfast & Brunch-Diners-Restaurants,9,3.611111111111111
-Bars-American (Traditional)-Sports Bars-Nightlife-Chicken Wings-Restaurants,9,2.9444444444444446
-Skin Care-Day Spas-Massage-Beauty & Spas,9,3.6666666666666665
-Middle Eastern-Restaurants,9,3.8333333333333335
"-Music & DVDs-Books, Mags, Music & Video-Shopping",9,4.055555555555555
-Food-Food Delivery Services-Delis-Sandwiches-Restaurants,9,3.5
-Home Services-Real Estate-Apartments,9,2.388888888888889
-Active Life-Dog Parks-Parks,9,3.6666666666666665
-Local Services-Sewing & Alterations,9,3.8333333333333335
-Food-Farmers Market,9,4.055555555555555
-Bars-American (Traditional)-Nightlife-Restaurants,9,3.4444444444444446
-Hardware Stores-Shopping-Home & Garden,9,3.8333333333333335
-Shopping-Antiques,9,4.055555555555555
-Fast Food-Sandwiches-Restaurants,9,3.0
-Vegetarian-American (New)-Mediterranean-Restaurants,9,3.9444444444444446
-Nightlife-Bars-American (Traditional)-Sports Bars-Restaurants,8,3.25
"-Used, Vintage & Consignment-Fashion-Shopping",8,3.6875
-Women's Clothing-Men's Clothing-Fashion-Shopping,8,3.6875
-Breakfast & Brunch-Sandwiches-Restaurants,8,3.6875
-Auto Repair-Automotive-Car Dealers,8,3.1875
-Day Spas-Beauty & Spas,8,4.0
-Sporting Goods-Bikes-Shopping,8,4.375
-Food-Ice Cream & Frozen Yogurt-Desserts,8,4.3125
-Arts & Entertainment-Nightlife-Music Venues,8,3.75
-Arts & Crafts-Shopping,8,3.4375
-Bars-American (New)-Nightlife-Lounges-Restaurants,8,3.75
-Hotels & Travel-Car Rental,7,2.857142857142857
-Hotels & Travel-Airlines-Transportation,7,2.857142857142857
-Shopping-Wholesale Stores,7,4.071428571428571
-Asian Fusion-Mongolian-Restaurants,7,3.7142857142857144
-Burgers-American (Traditional)-Fast Food-Restaurants,7,3.2142857142857144
-Asian Fusion-Chinese-Restaurants,7,3.357142857142857
-Food-Ethnic Food-Grocery-Specialty Food,7,4.142857142857143
-Pakistani-Indian-Buffets-Restaurants,7,3.5
-Active Life-Hiking,7,4.785714285714286
-Building Supplies-Home Services,7,3.5
-Museums-Arts & Entertainment,7,4.071428571428571
-Bars-Gay Bars-Nightlife,7,3.5714285714285716
-Arts & Entertainment-Festivals,7,3.5
-Bars-Mexican-Nightlife-Restaurants,7,3.4285714285714284
-Tobacco Shops-Shopping,7,4.0
-Food-Specialty Food-Candy Stores,7,4.357142857142857
-Caribbean-Restaurants,7,3.9285714285714284
-Massage-Beauty & Spas,6,4.416666666666667
-Korean-Restaurants,6,3.25
-Car Wash-Automotive-Auto Detailing,6,4.0
-Indian-Restaurants,6,3.6666666666666665
-Gluten-Free-Asian Fusion-Chinese-Restaurants,6,3.4166666666666665
-Bakeries-Food-American (Traditional)-Restaurants,6,3.0
-Wine Bars-Bars-Restaurants-Nightlife-Italian,6,4.083333333333333
-Seafood-American (Traditional)-Restaurants,6,3.4166666666666665
-Cajun/Creole-Restaurants,6,3.8333333333333335
-Bars-American (New)-Restaurants-Sports Bars-Nightlife,6,3.0
-Nightlife,6,3.8333333333333335
-Art Supplies-Shopping-Arts & Crafts,6,3.5833333333333335
-French-Restaurants,6,3.9166666666666665
-Food-Coffee & Tea-Sandwiches-Restaurants,6,3.8333333333333335
-American (Traditional)-Fast Food-Restaurants,6,3.5
-Korean-Japanese-Restaurants,6,3.4166666666666665
-Food-Desserts-American (Traditional)-American (New)-Restaurants,6,3.5
-Seafood-Steakhouses-Restaurants,6,3.75
-Automotive-Gas & Service Stations,6,3.4166666666666665
-Day Spas-Hotels & Travel-Beauty & Spas-Event Planning & Services-Hotels,6,3.9166666666666665
-Arts & Crafts-Shopping-Fabric Stores,6,3.3333333333333335
-Shopping-Home & Garden-Furniture Stores,6,4.083333333333333
-Food-Gelato,6,4.416666666666667
-Active Life-Sporting Goods-Bikes-Shopping-Bike Rentals,6,3.6666666666666665
-Indian-Buffets-Restaurants,6,3.9166666666666665
-Food,6,3.0
-Bars-Gay Bars-Nightlife-Dance Clubs,5,3.2
-Pakistani-Indian-Restaurants,5,3.2
-Women's Clothing-Fashion-Shopping-Accessories,5,4.3
-Fashion-Shopping-Shoe Stores,5,4.0
-Health & Medical-Urgent Care,5,3.3
-Automotive-Car Dealers,5,2.9
-Seafood-Mexican-Restaurants,5,4.1
-Hardware Stores-Building Supplies-Shopping-Home Services-Home & Garden,5,3.7
-Bars-Nightlife-Restaurants,5,3.6
-Bars-Steakhouses-Nightlife-Restaurants,5,3.6
-American (New)-French-Restaurants,5,3.7
-Colleges & Universities-Education,5,3.4
-Pizza-Sandwiches-Restaurants,5,3.8
-Pubs-Bars-American (Traditional)-Nightlife-Restaurants,5,3.6
-Optometrists-Health & Medical,5,4.7
-Women's Clothing-Men's Clothing-Fashion-Shopping-Accessories,5,3.4
-Active Life,5,4.4
-Breakfast & Brunch-American (New)-Restaurants,5,3.7
-Filipino-Restaurants,5,3.8
-Local Services-Shoe Repair,5,4.5
-Wine Bars-Bars-Nightlife,5,4.0
-American (Traditional)-American (New)-Restaurants,5,3.6
-Health & Medical-Hospitals,5,3.4
-Departments of Motor Vehicles-Public Services & Government,5,3.0
-Pubs-Bars-Nightlife-Irish-Restaurants,5,3.7
-Bars-American (Traditional)-Burgers-Nightlife-Sports Bars-Restaurants,5,3.5
-Department Stores-Fashion-Shopping-Drugstores,5,3.7
-Food-Specialty Food,5,4.6
-Nightlife-Dance Clubs,5,2.8
-Cafes-Restaurants,5,3.7
-Mexican-Tex-Mex-Restaurants,5,3.7
-Post Offices-Public Services & Government,5,3.3
-Doctors-Health & Medical-Family Practice,5,3.8
-Shopping-Home Decor-Home & Garden-Furniture Stores,5,3.8
-Steakhouses-Sushi Bars-Japanese-Restaurants,4,3.375
-Women's Clothing-Fashion-Shopping,4,4.5
-Shopping-Nurseries & Gardening-Home & Garden,4,4.25
-Active Life-Bowling,4,3.875
-Food-Desserts-Ice Cream & Frozen Yogurt,4,4.125
-Hair Removal-Beauty & Spas,4,4.0
-Pet Groomers-Pet Services-Pets,4,4.875
-Bars-Nightlife-Dance Clubs,4,3.375
-Shopping-Toy Stores,4,4.125
-Day Spas-Massage-Beauty & Spas,4,4.125
-Kitchen & Bath-Shopping-Home & Garden,4,3.875
-Food-Desserts-Bakeries,4,4.0
-Photographers-Event Planning & Services,4,5.0
-Wine Bars-Bars-Steakhouses-Nightlife-Restaurants,4,4.25
-Hotels & Travel-Airports,4,3.25
-Seafood-Restaurants-Italian,4,3.5
-Shopping-Mobile Phones,4,2.75
-Burgers-Hot Dogs-American (New)-Restaurants,4,3.875
-Active Life-Amusement Parks-Nightlife-Bowling,4,2.875
-Dermatologists-Doctors-Health & Medical,4,3.625
-Day Spas-Beauty & Spas-Nail Salons,4,4.0
-American (Traditional)-Sandwiches-Restaurants,4,3.375
-Pet Services-Veterinarians-Pet Boarding/Pet Sitting-Pets,4,4.125
-Food-Coffee & Tea-American (New)-Restaurants,4,3.625
-Cuban-Restaurants,4,3.625
-American (Traditional)-Barbeque-Restaurants,4,3.5
-Buffets-Salad-Restaurants,4,3.625
-Delis-Fast Food-Sandwiches-Restaurants,4,4.0
-Musical Instruments & Teachers-Shopping,4,4.375
-Women's Clothing-Men's Clothing-Fashion-Shopping-Shoe Stores,4,3.375
-Auto Repair-Automotive-Tires-Auto Parts & Supplies,4,3.125
-Shopping-Drugstores-Beauty & Spas-Food-Convenience Stores-Cosmetics & Beauty Supply,4,3.25
-Food-Bakeries-Delis-Bagels-Restaurants,4,3.375
-German-Restaurants,4,3.75
-Landscaping-Home Services,4,3.875
-Food-Department Stores-Grocery-Fashion-Shopping,4,4.0
-Arts & Entertainment-Art Galleries-Shopping,4,4.375
-Event Planning & Services-Venues & Event Spaces,4,4.0
-Burgers-American (Traditional)-Restaurants,4,3.625
-Vietnamese-Chinese-Restaurants,4,3.75
-Food-Street Vendors,4,4.125
-Nightlife-Restaurants,3,4.0
-Food-Grocery-Shopping-Wholesale Stores,3,4.166666666666667
-Dive Bars-Bars-Mexican-Nightlife-Restaurants,3,3.1666666666666665
-Hair Salons-Barbers-Beauty & Spas,3,4.0
-Fashion-Shopping-Jewelry-Accessories,3,4.333333333333333
-Mexican-Nightlife-Restaurants,3,3.3333333333333335
-Steakhouses-Barbeque-Restaurants,3,3.5
-Soup-Vegetarian-Buffets-Restaurants,3,3.5
-Shopping-Photography Stores & Services,3,3.5
-Food-American (New)-Breweries-Restaurants,3,3.6666666666666665
-Shopping-Jewelry,3,3.8333333333333335
-Arts & Entertainment-American (Traditional)-Arcades-Restaurants,3,3.3333333333333335
-Shopping-Automotive-Computers-Home & Garden-Car Stereo Installation-Appliances,3,2.5
-Soul Food-Restaurants,3,3.5
-Fondue-Restaurants,3,3.6666666666666665
-Bars-Dance Clubs-Nightlife-Lounges,3,3.1666666666666665
-Fast Food-Japanese-Restaurants,3,3.5
-Arts & Entertainment-Performing Arts-Nightlife-Music Venues,3,4.0
-American (Traditional)-Steakhouses-Restaurants,3,3.6666666666666665
-Pubs-Bars-Nightlife-British-Restaurants,3,3.8333333333333335
-Food-Grocery-Farmers Market,3,4.166666666666667
-Nightlife-Bars-Pizza-Sports Bars-Restaurants,3,3.3333333333333335
-Burgers-Breakfast & Brunch-American (Traditional)-Restaurants,3,3.8333333333333335
-Bakeries-Food-Coffee & Tea,3,3.8333333333333335
-Active Life-Trainers-Fitness & Instruction,3,5.0
-Bakeries-Food-Desserts,3,4.333333333333333
-Burgers-Hot Dogs-Restaurants,3,3.6666666666666665
-Seafood-Chinese-Restaurants,3,3.3333333333333335
-Wine Bars-Bars-Pizza-Nightlife-Restaurants,3,3.8333333333333335
-Skin Care-Beauty & Spas,3,4.666666666666667
-Food-Breweries,3,4.0
-Home Services-Heating & Air Conditioning/HVAC,3,4.833333333333333
-Churches-Religious Organizations,3,4.333333333333333
-Food-Coffee & Tea-Breakfast & Brunch-Restaurants,3,4.333333333333333
-Nightlife-Bars-American (New)-Sports Bars-Restaurants,3,3.1666666666666665
-Bridal-Shopping,3,2.8333333333333335
-Gastropubs-Restaurants,3,4.0
-Fish & Chips-Restaurants,3,3.5
-Local Services-Shipping Centers-Printing Services,3,3.3333333333333335
-Breakfast & Brunch-Cafes-Restaurants,3,3.8333333333333335
-Chicken Wings-Restaurants,3,3.5
-American (Traditional)-Mexican-Restaurants,3,2.8333333333333335
-Food-Ice Cream & Frozen Yogurt-Coffee & Tea,3,4.333333333333333
-Seafood-Fish & Chips-Restaurants,3,3.1666666666666665
-Bakeries-Food-Breakfast & Brunch-Sandwiches-Restaurants,3,3.8333333333333335
-Active Life-Amusement Parks,3,3.5
-Public Services & Government,3,2.6666666666666665
-Steakhouses-American (Traditional)-Restaurants,3,3.8333333333333335
-Nightlife-Bars-Sports Bars-Restaurants,3,3.0
-Shopping-Baby Gear & Furniture,3,3.3333333333333335
-Arts & Entertainment-Professional Sports Teams,3,4.333333333333333
-Health & Medical-Dentists-General Dentistry-Cosmetic Dentists,3,4.333333333333333
-Food-Ice Cream & Frozen Yogurt-Fast Food-Restaurants,3,3.3333333333333335
-Gastropubs-American (New)-Restaurants,3,4.333333333333333
-American (Traditional)-Pizza-Restaurants,3,4.0
-American (Traditional)-Steakhouses-Seafood-Restaurants,3,3.0
-American (Traditional)-Tex-Mex-Restaurants,3,3.8333333333333335
-Food-Donuts-Coffee & Tea,3,3.6666666666666665
-Cheesesteaks-Sandwiches-Restaurants,3,4.0
-Automotive-Auto Parts & Supplies,3,4.166666666666667
-Food-Burgers-Ice Cream & Frozen Yogurt-Restaurants,3,4.0
-Active Life-Lakes,3,4.333333333333333
-Mediterranean-Restaurants,3,3.1666666666666665
-Food-Breweries-American (New)-Restaurants,3,3.6666666666666665
-American (New)-Sandwiches-Restaurants,3,3.6666666666666665
-Active Life-Golf-Event Planning & Services-Venues & Event Spaces,3,4.166666666666667
-Food-Specialty Food-Meat Shops,3,4.333333333333333
-Bakeries-Food-Breakfast & Brunch-Restaurants,3,4.0
-Food-Ethnic Food-Specialty Food,3,4.166666666666667
-Bakeries-Food-Filipino-Restaurants,3,3.5
-Caterers-Mexican-Event Planning & Services-Restaurants,3,3.1666666666666665
-American (Traditional)-Buffets-Restaurants,3,3.5
-Burgers-American (Traditional)-Hot Dogs-Restaurants,3,3.6666666666666665
-Pet Services-Pet Stores-Pets,3,3.8333333333333335
-Food-Breweries-American (New)-Pizza-Restaurants,3,3.6666666666666665
-Bars-Nightlife-Karaoke,2,3.25
-Food-Ice Cream & Frozen Yogurt-American (Traditional)-Restaurants,2,3.25
-Restaurants-Turkish,2,3.5
-Keys & Locksmiths-Home Services,2,4.75
-Bars-Dive Bars-Burgers-Nightlife-Sports Bars-Restaurants,2,3.75
-Shopping-Guns & Ammo,2,3.25
-American (Traditional)-Sushi Bars-Restaurants,2,3.25
"-Thrift Stores-Used, Vintage & Consignment-Fashion-Shopping",2,4.0
-Bakeries-Food-Cafes-Restaurants,2,3.75
-Vegetarian-American (Traditional)-Restaurants,2,3.75
"-Videos & Video Game Rental-Books, Mags, Music & Video-Shopping",2,4.25
-Bakeries-Food-Coffee & Tea-Sandwiches-Restaurants,2,3.5
-Food-Bakeries-Coffee & Tea,2,4.25
-Active Life-Resorts-Golf-Hotels & Travel,2,3.75
-American (New)-Mexican-Restaurants,2,3.5
-Active Life-Horseback Riding,2,4.75
-Burgers-Fast Food-Hot Dogs-Restaurants,2,3.75
-Hotels & Travel-Resorts-Event Planning & Services-Hotels,2,4.25
-Soup-American (New)-Sandwiches-Restaurants,2,3.75
-Shopping-Eyewear & Opticians,2,4.75
-Food-Delis-Bagels-Restaurants,2,4.5
-Mongolian-Restaurants,2,2.75
-Local Services-Child Care & Day Care,2,4.75
-Seafood-Dim Sum-Chinese-Restaurants,2,3.5
-Food-Specialty Food-Candy Stores-Chocolatiers & Shops,2,4.25
-Electronics-Shopping,2,3.5
-Seafood-Cajun/Creole-Restaurants,2,4.5
-Bars-Music Venues-Arts & Entertainment-Pubs-Nightlife-Irish-Restaurants,2,3.75
-Skin Care-Hair Removal-Beauty & Spas,2,4.75
-Active Life-Amateur Sports Teams,2,4.0
-Pet Services-Pet Boarding/Pet Sitting-Pets,2,4.5
-Burgers-American (Traditional)-Sandwiches-Restaurants,2,3.5
-Breakfast & Brunch-American (New)-Sandwiches-Restaurants,2,4.25
-Print Media-Mass Media,2,3.0
"-Food-Wine Bars-Bars-Nightlife-Beer, Wine & Spirits",2,4.25
-Women's Clothing-Department Stores-Fashion-Shopping-Baby Gear & Furniture,2,3.25
-Animal Shelters-Pets,2,4.0
-Burgers-Bars-Nightlife-Restaurants,2,3.75
-Fast Food-Asian Fusion-Restaurants,2,3.75
-Active Life-Landmarks & Historical Buildings-Public Services & Government-Parks,2,4.5
-Resorts-Hotels & Travel,2,3.0
-Local Services-Computers-Shopping-IT Services & Computer Repair,2,4.25
"-Women's Clothing-Used, Vintage & Consignment-Fashion-Shopping-Men's Clothing",2,3.0
-Food-Desserts-Coffee & Tea,2,4.25
-Korean-Sushi Bars-Restaurants,2,4.0
-Italian-Pizza-Gluten-Free-Restaurants,2,3.25
-Auto Repair-Automotive-Auto Parts & Supplies-Car Dealers,2,3.5
-Dive Bars-Bars-Nightlife-Restaurants,2,3.5
-Doctors-Health & Medical-Pediatricians,2,3.5
-American (Traditional)-Chinese-Restaurants,2,3.5
-Shopping Centers-Fashion-Shopping-Department Stores,2,3.0
-Sporting Goods-Fashion-Shopping-Sports Wear,2,4.75
"-Hobby Shops-Comic Books-Toy Stores-Shopping-Books, Mags, Music & Video",2,3.5
-Hot Dogs-Food Stands-Restaurants,2,4.0
-Ethiopian-Restaurants,2,4.5
-Hawaiian-Barbeque-Restaurants,2,3.25
-Persian/Iranian-Restaurants,2,4.0
"-Books, Mags, Music & Video-Shopping",2,3.75
"-Food-Beer, Wine & Spirits-Bars-Nightlife-Wine Bars",2,4.0
-Arts & Entertainment-Casinos,2,2.75
-Food-Bagels-Breakfast & Brunch-Restaurants,2,4.25
-Active Life-Zoos,2,4.0
-Doctors-Health & Medical-Obstetricians & Gynecologists,2,2.75
-Auto Repair-Automotive-Oil Change Stations,2,2.75
-Tanning-Beauty & Spas,2,3.5
-Food-Convenience Stores,2,5.0
-Oil Change Stations-Automotive,2,3.75
-Arts & Crafts-Shopping-Costumes,2,3.0
-Food-Restaurants-Italian,2,4.0
-Active Life-Boating-Lakes,2,4.0
-Museums-Arts & Entertainment-Performing Arts,2,4.0
-Food-Sandwiches-Coffee & Tea-Breakfast & Brunch-Restaurants,2,4.25
-Arts & Entertainment-Performing Arts-Event Planning & Services-Venues & Event Spaces,2,4.0
-Hair Salons-Nail Salons-Beauty & Spas,2,3.75
-Food-Coffee & Tea-Art Galleries-Shopping-Arts & Entertainment,2,4.25
-Arts & Crafts-Shopping-Hobby Shops,2,3.75
-Steakhouses-Restaurants-Brazilian,2,3.75
-Active Life-Dance Studios-Arts & Entertainment-Performing Arts-Fitness & Instruction,2,4.5
-Pubs-Bars-Nightlife,2,3.5
-Automotive-Body Shops,2,4.75
-Japanese-Chinese-Restaurants,2,3.5
"-Books, Mags, Music & Video-Musical Instruments & Teachers-Shopping",2,4.0
-Food-Cheese Shops-Specialty Food,2,4.5
-Shopping-Home & Garden,2,4.75
-Shopping-Home Services-Internet Service Providers-Mobile Phones-Professional Services-Electronics,2,2.5
-Home Services-Apartments-Event Planning & Services-Hotels & Travel-Real Estate-Hotels,2,3.5
-Burgers-Mexican-Restaurants,2,3.5
-Arts & Entertainment-Pizza-Arcades-Restaurants,2,3.25
-Active Life-Hotels & Travel-Golf-Event Planning & Services-Hotels,2,4.0
-Bars-Mediterranean-Nightlife-Lounges-American (New)-Restaurants,2,4.0
-Arts & Entertainment,2,4.25
-Breakfast & Brunch-American (Traditional)-Diners-Restaurants,2,3.25
-Health Markets-Food-Specialty Food,2,4.75
"-Food-Beer, Wine & Spirits-Bars-Nightlife",2,3.5
-American (Traditional)-Chicken Wings-Restaurants,2,2.75
-Fashion-Shopping-Mountain Biking-Sporting Goods-Bikes-Active Life-Sports Wear,2,3.25
-Vegetarian-Vegan-Restaurants,2,4.5
-Greek-Mediterranean-Sandwiches-Restaurants,2,3.75
-American (New)-Buffets-Restaurants,2,3.75
-Bakeries-Food-Delis-Restaurants,2,3.75
-Local Services-Dry Cleaning & Laundry-Sewing & Alterations,2,4.5
-Lounges-Bars-Nightlife-Dance Clubs,2,3.0
-Skin Care-Nail Salons-Beauty & Spas,2,3.75
-Men's Clothing-Fashion-Shopping,2,4.75
-American (Traditional)-Diners-Restaurants,2,3.75
-American (New)-Diners-Restaurants,2,3.75
-Vegetarian-Indian-Restaurants,2,3.75
-Mass Media-Radio Stations,2,3.75
-Thai-Buffets-Restaurants,2,3.75
-Cosmetology Schools-Specialty Schools-Education,2,4.5
-Automotive-Parking,2,4.5
-Hotels & Travel-Restaurants-Event Planning & Services-Hotels,2,3.0
-Food-Coffee & Tea-Event Planning & Services-Caterers,2,3.5
-Food-Donuts-Chinese-Restaurants,2,3.75
-Pet Groomers-Pet Services-Pets-Pet Stores,2,3.5
-Gluten-Free-Pizza-Vegan-Restaurants,2,3.5
-Food-Ethnic Food-Specialty Food-Japanese-Restaurants,2,4.25
-Tattoo-Beauty & Spas,2,4.75
-Italian-Pizza-Sandwiches-Restaurants,2,4.5
-Food-Juice Bars & Smoothies-Sandwiches-Restaurants,2,4.0
-Delis-Pizza-Restaurants,2,4.5
-Pet Groomers-Pet Services-Pet Stores-Pets,2,4.5
-Burgers-Breakfast & Brunch-Restaurants,2,4.0
-Bars-Restaurants-Sports Bars-Nightlife,2,3.75
-Nightlife-Bars-Mexican-Sports Bars-Restaurants,2,3.5
"-Food-Beer, Wine & Spirits-American (Traditional)-Restaurants",2,3.5
-Arts & Entertainment-Music Venues-Bars-Nightlife-Lounges-American (New)-Restaurants,2,3.5
-American (Traditional)-Pizza-Salad-Restaurants,2,3.0
-Bars-Caribbean-Nightlife-Lounges-Restaurants,2,3.75
-Event Planning & Services-Party & Event Planning,2,4.25
-Steakhouses-American (New)-Restaurants,2,4.0
-Active Life-Boating,2,4.0
-Health & Medical-Chiropractors,2,5.0
-Hobby Shops-Shopping,2,4.5
-Food-Coffee & Tea-Internet Cafes,2,4.25
-Active Life-Fitness & Instruction,2,3.75
-Active Life-Yoga-Gyms-Fitness & Instruction,2,3.75
-Food-Shopping Centers-Shopping,2,3.75
-Mongolian-Barbeque-Restaurants,2,3.25
-Arts & Entertainment-Local Flavor,2,3.5
-Hotels & Travel-Public Transportation-Transportation,2,3.0
-Electricians-Home Services,2,5.0
-Bars-Dance Clubs-Nightlife-Lounges-American (New)-Restaurants,2,2.75
-Bars-Food-Breweries-Pubs-Nightlife-American (New)-Restaurants,2,3.75
-Cards & Stationery-Arts & Crafts-Flowers & Gifts-Shopping-Event Planning & Services,2,4.0
-Nightlife-Breakfast & Brunch-American (New)-Bars-Restaurants,2,4.0
-Middle Eastern-Mediterranean-Restaurants,2,4.0
-Mediterranean-Middle Eastern-Restaurants,2,4.0
-Active Life-Barre Classes-Pilates-Yoga-Fitness & Instruction,2,4.75
-Greek-Mediterranean-Middle Eastern-Restaurants,2,3.75
-Bars-American (Traditional)-Nightlife-Lounges-Restaurants,2,4.0
-Fashion-Shopping-Sporting Goods-Bikes-Outdoor Gear-Sports Wear,2,4.0
-Arts & Entertainment-Festivals-Local Flavor,2,4.5
-Event Planning & Services-Caterers,2,4.5
-Active Life-Gun/Rifle Ranges,2,4.25
-Sporting Goods-Shopping-Outdoor Gear,2,4.0
-Champagne Bars-Bars-Nightlife-Lounges,2,3.5
-Sushi Bars-Chinese-Restaurants,2,3.25
-Steakhouses-American (Traditional)-Barbeque-Restaurants,2,3.25
-Women's Clothing-Fashion-Shopping-Accessories-Lingerie,2,3.75
-Asian Fusion-Buffets-Chinese-Restaurants,2,3.5
-Fast Food-Chicken Wings-Restaurants,2,4.0
-Active Life-Nightlife-Bowling,2,3.75
-Bars-Arts & Entertainment-Nightlife-Music Venues,2,4.0
-Hair Salons-Day Spas-Beauty & Spas,2,4.75
-Burgers-Sandwiches-Restaurants,2,3.5
-Cheesesteaks-Pizza-Restaurants,2,3.25
-Steakhouses-Sushi Bars-Restaurants,2,4.0
-Banks & Credit Unions-Financial Services,2,2.75
-Indian-Pakistani-Restaurants,2,4.25
-Car Wash-Automotive-Auto Detailing-Auto Glass Services,2,2.25
"-Food-Specialty Food-Beer, Wine & Spirits",2,3.75
-Sporting Goods-Fashion-Shopping-Shoe Stores-Sports Wear,2,3.5
-Asian Fusion-Hawaiian-Restaurants,2,4.0
-Home & Garden-Shopping-Home Decor-Antiques,2,3.75
-Pubs-Dive Bars-Bars-Nightlife,2,3.75
-Southern-Barbeque-Restaurants,2,3.5
-Local Services-Carpet Cleaning,2,5.0
-Fast Food-Tex-Mex-Restaurants,2,3.75
-Food-Ice Cream & Frozen Yogurt-Creperies-Restaurants,2,4.25
-Food-Mexican-Restaurants,2,4.0
-Dive Bars-Bars-American (Traditional)-Nightlife-Restaurants,2,3.5
-Pubs-Irish-Nightlife-Bars-Restaurants,2,3.25
-Afghan-Restaurants,2,3.75
-Active Life-Swimming Pools,1,5.0
